Slice,Count,Total Area,Average Size,%Area,Mean
15906,4,2.874,0.718,17.996,255.000
15907,4,2.832,0.708,17.734,255.000
15908,4,2.789,0.697,17.468,255.000
15909,4,2.785,0.696,17.440,255.000
15910,4,2.751,0.688,17.226,255.000
15911,4,2.679,0.670,16.776,255.000
15912,4,2.671,0.668,16.728,255.000
15913,5,2.948,0.590,18.458,255.000
15914,5,2.640,0.528,16.532,255.000
15915,5,2.717,0.543,17.014,255.000
15916,4,2.808,0.702,17.581,255.000
15917,5,2.724,0.545,17.056,255.000
15918,5,2.637,0.527,16.516,255.000
15919,4,2.640,0.660,16.532,255.000
15920,6,2.828,0.471,17.708,255.000
15921,4,2.249,0.562,14.081,255.000
15922,7,2.633,0.376,16.486,255.000
15923,9,2.447,0.272,15.325,255.000
15924,9,2.372,0.264,14.851,255.000
15925,7,2.254,0.322,14.117,255.000
15926,8,2.278,0.285,14.264,255.000
15927,7,2.221,0.317,13.907,255.000
15928,7,2.206,0.315,13.815,255.000
15929,8,3.226,0.403,20.202,255.000
15930,8,3.279,0.410,20.532,255.000
15931,8,3.267,0.408,20.460,255.000
15932,9,3.191,0.355,19.984,255.000
15933,9,3.125,0.347,19.569,255.000
15934,8,2.949,0.369,18.470,255.000
15935,10,3.286,0.329,20.579,255.000
15936,10,3.326,0.333,20.825,255.000
15937,7,3.114,0.445,19.500,255.000
15938,7,2.876,0.411,18.010,255.000
15939,9,2.788,0.310,17.456,255.000
15940,7,2.650,0.379,16.597,255.000
15941,12,2.850,0.238,17.849,255.000
15942,12,2.812,0.234,17.611,255.000
15943,12,2.800,0.233,17.536,255.000
15944,13,2.902,0.223,18.171,255.000
15945,12,2.860,0.238,17.909,255.000
15946,11,2.993,0.272,18.744,255.000
15947,13,3.216,0.247,20.141,255.000
15948,10,2.508,0.251,15.708,255.000
15949,8,2.212,0.276,13.849,255.000
15950,8,2.156,0.270,13.502,255.000
15951,8,2.135,0.267,13.371,255.000
15952,8,2.154,0.269,13.490,255.000
15953,7,2.120,0.303,13.278,255.000
15954,5,2.027,0.405,12.696,255.000
15955,6,1.848,0.308,11.573,255.000
15956,8,1.883,0.235,11.790,255.000
15957,8,1.838,0.230,11.508,255.000
15958,6,1.871,0.312,11.718,255.000
15959,3,1.984,0.661,12.427,255.000
15960,5,2.040,0.408,12.774,255.000
15961,4,2.198,0.549,13.764,255.000
15962,6,2.294,0.382,14.363,255.000
15963,7,2.363,0.338,14.796,255.000
15964,7,2.880,0.411,18.034,255.000
15965,7,2.817,0.402,17.643,255.000
15966,8,2.859,0.357,17.905,255.000
15967,7,2.850,0.407,17.849,255.000
15968,6,2.835,0.472,17.752,255.000
15969,5,2.825,0.565,17.690,255.000
15970,5,2.902,0.580,18.173,255.000
15971,5,2.913,0.583,18.240,255.000
15972,6,3.117,0.520,19.520,255.000
15973,5,2.112,0.422,13.226,255.000
15974,5,2.174,0.435,13.613,255.000
15975,3,2.188,0.729,13.700,255.000
15976,4,2.149,0.537,13.460,255.000
15977,4,3.199,0.800,20.036,255.000
15978,5,3.174,0.635,19.879,255.000
15979,5,1.934,0.387,12.113,255.000
15980,6,1.863,0.311,11.669,255.000
15981,7,2.752,0.393,17.234,255.000
15982,5,2.566,0.513,16.069,255.000
15983,8,2.506,0.313,15.694,255.000
15984,10,2.591,0.259,16.224,255.000
15985,9,2.609,0.290,16.341,255.000
15986,12,2.687,0.224,16.827,255.000
15987,7,2.563,0.366,16.050,255.000
15988,7,2.641,0.377,16.542,255.000
15989,6,2.873,0.479,17.994,255.000
15990,7,3.250,0.464,20.351,255.000
15991,7,2.197,0.314,13.758,255.000
15992,5,1.443,0.289,9.036,255.000
15993,9,2.741,0.305,17.163,255.000
15994,8,2.686,0.336,16.823,255.000
15995,7,1.850,0.264,11.587,255.000
15996,8,1.871,0.234,11.718,255.000
15997,9,1.774,0.197,11.111,255.000
15998,10,1.764,0.176,11.048,255.000
15999,4,1.868,0.467,11.698,255.000
16000,4,1.915,0.479,11.992,255.000
16001,6,1.924,0.321,12.046,255.000
16002,4,1.912,0.478,11.976,255.000
16003,7,1.811,0.259,11.339,255.000
16004,9,2.406,0.267,15.065,255.000
16005,7,2.207,0.315,13.823,255.000
16006,7,2.358,0.337,14.764,255.000
16007,10,2.274,0.227,14.242,255.000
16008,9,2.423,0.269,15.171,255.000
16009,8,2.226,0.278,13.938,255.000
16010,8,2.229,0.279,13.958,255.000
16011,6,2.182,0.364,13.667,255.000
16012,6,2.214,0.369,13.865,255.000
16013,5,2.447,0.489,15.321,255.000
16014,6,2.514,0.419,15.744,255.000
16015,5,2.577,0.515,16.137,255.000
16016,4,2.111,0.528,13.218,255.000
16017,5,2.058,0.412,12.885,255.000
16018,5,2.021,0.404,12.655,255.000
16019,4,2.047,0.512,12.821,255.000
16020,4,2.020,0.505,12.647,255.000
16021,4,2.049,0.512,12.833,255.000
16022,4,1.830,0.458,11.460,255.000
16023,5,1.887,0.377,11.815,255.000
16024,5,1.824,0.365,11.425,255.000
16025,5,1.814,0.363,11.357,255.000
16026,6,2.724,0.454,17.058,255.000
16027,7,1.976,0.282,12.375,255.000
16028,6,2.027,0.338,12.694,255.000
16029,7,2.618,0.374,16.393,255.000
16030,7,2.615,0.374,16.373,255.000
16031,4,1.755,0.439,10.992,255.000
16032,4,1.721,0.430,10.776,255.000
16033,5,1.931,0.386,12.089,255.000
16034,4,1.841,0.460,11.526,255.000
16035,4,1.830,0.458,11.460,255.000
16036,4,1.830,0.458,11.462,255.000
16037,5,2.731,0.546,17.101,255.000
16038,6,2.875,0.479,18.002,255.000
16039,8,2.904,0.363,18.185,255.000
16040,10,2.920,0.292,18.288,255.000
16041,9,3.058,0.340,19.151,255.000
16042,6,3.046,0.508,19.075,255.000
16043,4,2.959,0.740,18.532,255.000
16044,4,2.985,0.746,18.694,255.000
16045,5,3.012,0.602,18.861,255.000
16046,5,3.035,0.607,19.004,255.000
16047,4,2.897,0.724,18.139,255.000
16048,6,2.886,0.481,18.075,255.000
16049,6,2.897,0.483,18.141,255.000
16050,6,2.781,0.463,17.415,255.000
16051,5,1.304,0.261,8.169,255.000
16052,5,1.281,0.256,8.022,255.000
16053,4,1.278,0.320,8.004,255.000
16054,7,2.096,0.299,13.125,255.000
16055,5,2.090,0.418,13.085,255.000
16056,5,2.116,0.423,13.250,255.000
16057,4,1.342,0.336,8.407,255.000
16058,4,1.314,0.328,8.226,255.000
16059,5,1.307,0.261,8.187,255.000
16060,3,1.283,0.428,8.034,255.000
16061,5,3.059,0.612,19.155,255.000
16062,5,3.007,0.601,18.829,255.000
16063,8,3.064,0.383,19.188,255.000
16064,2,1.201,0.601,7.524,255.000
16065,2,1.245,0.622,7.794,255.000
16066,4,2.780,0.695,17.409,255.000
16067,6,2.749,0.458,17.212,255.000
16068,3,1.379,0.460,8.633,255.000
16069,3,1.296,0.432,8.117,255.000
16070,3,1.279,0.426,8.012,255.000
16071,4,1.340,0.335,8.393,255.000
16072,6,1.400,0.233,8.770,255.000
16073,7,1.476,0.211,9.244,255.000
16074,7,1.482,0.212,9.284,255.000
16075,8,1.606,0.201,10.058,255.000
16076,8,2.798,0.350,17.520,255.000
16077,7,2.839,0.406,17.778,255.000
16078,5,1.650,0.330,10.335,255.000
16079,5,2.655,0.531,16.627,255.000
16080,6,2.536,0.423,15.881,255.000
16081,8,2.423,0.303,15.175,255.000
16082,6,2.276,0.379,14.256,255.000
16083,5,2.200,0.440,13.776,255.000
16084,7,2.192,0.313,13.728,255.000
16085,7,2.166,0.309,13.563,255.000
16086,6,1.517,0.253,9.498,255.000
16087,7,2.189,0.313,13.710,255.000
16088,4,0.964,0.241,6.036,255.000
16089,3,0.957,0.319,5.992,255.000
16090,5,0.882,0.176,5.524,255.000
16091,7,2.779,0.397,17.405,255.000
16092,6,2.821,0.470,17.665,255.000
16093,4,2.246,0.562,14.067,255.000
16094,4,0.853,0.213,5.343,255.000
16095,3,0.872,0.291,5.460,255.000
16096,4,0.914,0.229,5.724,255.000
16097,3,0.965,0.322,6.044,255.000
16098,3,1.022,0.341,6.399,255.000
16099,3,1.064,0.355,6.663,255.000
16100,5,1.095,0.219,6.855,255.000
16101,4,1.124,0.281,7.036,255.000
16102,2,1.136,0.568,7.111,255.000
16103,2,1.090,0.545,6.823,255.000
16104,2,1.108,0.554,6.940,255.000
16105,3,1.129,0.376,7.071,255.000
16106,5,1.136,0.227,7.111,255.000
16107,5,1.118,0.224,7.002,255.000
16108,4,1.044,0.261,6.540,255.000
16109,2,1.026,0.513,6.427,255.000
16110,2,0.978,0.489,6.127,255.000
16111,2,0.986,0.493,6.173,255.000
16112,3,0.993,0.331,6.218,255.000
16113,2,0.433,0.216,2.710,255.000
16114,2,0.414,0.207,2.591,255.000
16115,3,1.628,0.543,10.192,255.000
16116,5,1.636,0.327,10.242,255.000
16117,3,1.611,0.537,10.091,255.000
16118,3,1.590,0.530,9.958,255.000
16119,4,1.575,0.394,9.865,255.000
16120,4,1.578,0.394,9.881,255.000
16121,4,1.660,0.415,10.395,255.000
16122,3,1.614,0.538,10.105,255.000
16123,2,1.063,0.531,6.655,255.000
16124,2,1.056,0.528,6.611,255.000
16125,3,1.049,0.350,6.567,255.000
16126,3,1.084,0.361,6.786,255.000
16127,3,1.100,0.367,6.891,255.000
16128,2,1.031,0.515,6.454,255.000
16129,2,1.014,0.507,6.349,255.000
16130,3,0.982,0.327,6.147,255.000
16131,2,0.995,0.497,6.228,255.000
16132,3,0.956,0.319,5.988,255.000
16133,2,1.171,0.585,7.331,255.000
16134,2,1.178,0.589,7.379,255.000
16135,4,2.448,0.612,15.327,255.000
16136,5,2.446,0.489,15.315,255.000
16137,5,2.467,0.493,15.448,255.000
16138,7,2.503,0.358,15.675,255.000
16139,5,1.763,0.353,11.042,255.000
16140,3,1.131,0.377,7.081,255.000
16141,2,1.122,0.561,7.024,255.000
16142,2,1.122,0.561,7.026,255.000
16143,4,1.143,0.286,7.159,255.000
16144,6,2.599,0.433,16.276,255.000
16145,6,1.915,0.319,11.992,255.000
16146,9,1.879,0.209,11.768,255.000
16147,8,2.515,0.314,15.750,255.000
16148,5,2.428,0.486,15.204,255.000
16149,5,2.352,0.470,14.726,255.000
16150,4,2.307,0.577,14.448,255.000
16151,4,2.321,0.580,14.538,255.000
16152,5,2.339,0.468,14.649,255.000
16153,7,2.364,0.338,14.804,255.000
16154,6,2.375,0.396,14.875,255.000
16155,6,2.426,0.404,15.194,255.000
16156,6,2.325,0.388,14.562,255.000
16157,6,2.344,0.391,14.681,255.000
16158,6,2.404,0.401,15.052,255.000
16159,5,2.374,0.475,14.867,255.000
16160,4,2.364,0.591,14.802,255.000
16161,5,2.378,0.476,14.889,255.000
16162,5,2.341,0.468,14.661,255.000
16163,4,2.225,0.556,13.931,255.000
16164,6,2.231,0.372,13.970,255.000
16165,9,2.228,0.248,13.954,255.000
16166,8,2.216,0.277,13.875,255.000
16167,8,2.149,0.269,13.458,255.000
16168,7,2.069,0.296,12.954,255.000
16169,10,2.080,0.208,13.026,255.000
16170,10,2.105,0.211,13.183,255.000
16171,4,1.995,0.499,12.494,255.000
16172,5,1.961,0.392,12.278,255.000
16173,5,1.970,0.394,12.339,255.000
16174,5,1.977,0.395,12.383,255.000
16175,6,2.039,0.340,12.772,255.000
16176,5,2.080,0.416,13.028,255.000
16177,6,2.116,0.353,13.254,255.000
16178,6,2.194,0.366,13.742,255.000
16179,6,2.159,0.360,13.522,255.000
16180,5,2.151,0.430,13.472,255.000
16181,5,2.168,0.434,13.577,255.000
16182,4,2.147,0.537,13.444,255.000
16183,5,2.025,0.405,12.679,255.000
16184,9,2.044,0.227,12.798,255.000
16185,6,2.059,0.343,12.897,255.000
16186,6,2.225,0.371,13.935,255.000
16187,5,2.142,0.428,13.411,255.000
16188,6,1.988,0.331,12.446,255.000
16189,6,2.135,0.356,13.369,255.000
16190,5,2.361,0.472,14.788,255.000
16191,6,2.377,0.396,14.887,255.000
16192,5,2.330,0.466,14.591,255.000
16193,5,2.191,0.438,13.718,255.000
16194,6,2.236,0.373,14.000,255.000
16195,5,2.067,0.413,12.942,255.000
16196,6,2.067,0.345,12.946,255.000
16197,5,2.023,0.405,12.669,255.000
16198,7,2.027,0.290,12.696,255.000
16199,6,2.127,0.354,13.319,255.000
16200,6,2.183,0.364,13.673,255.000
16201,9,1.926,0.214,12.062,255.000
16202,4,2.080,0.520,13.024,255.000
16203,4,2.033,0.508,12.728,255.000
16204,5,1.967,0.393,12.317,255.000
16205,5,1.994,0.399,12.486,255.000
16206,4,2.056,0.514,12.873,255.000
16207,3,1.605,0.535,10.054,255.000
16208,3,1.627,0.542,10.190,255.000
16209,3,1.579,0.526,9.889,255.000
16210,3,1.571,0.524,9.837,255.000
16211,3,1.623,0.541,10.161,255.000
16212,4,1.815,0.454,11.363,255.000
16213,5,1.826,0.365,11.435,255.000
16214,5,1.833,0.367,11.476,255.000
16215,4,1.939,0.485,12.141,255.000
16216,4,1.927,0.482,12.067,255.000
16217,4,1.909,0.477,11.954,255.000
16218,4,1.858,0.465,11.637,255.000
16219,4,1.837,0.459,11.504,255.000
16220,4,1.819,0.455,11.389,255.000
16221,5,1.644,0.329,10.296,255.000
16222,6,1.618,0.270,10.131,255.000
16223,5,1.529,0.306,9.573,255.000
16224,6,1.681,0.280,10.524,255.000
16225,6,1.711,0.285,10.712,255.000
16226,5,1.807,0.361,11.315,255.000
16227,8,1.755,0.219,10.992,255.000
16228,6,2.115,0.352,13.242,255.000
16229,6,1.532,0.255,9.593,255.000
16230,9,1.643,0.183,10.288,255.000
16231,9,1.585,0.176,9.925,255.000
16232,9,2.040,0.227,12.778,255.000
16233,9,2.050,0.228,12.839,255.000
16234,7,1.092,0.156,6.837,255.000
16235,5,1.712,0.342,10.720,255.000
16236,4,1.694,0.424,10.609,255.000
16237,6,1.918,0.320,12.010,255.000
16238,7,1.844,0.263,11.548,255.000
16239,6,1.858,0.310,11.633,255.000
16240,6,2.272,0.379,14.228,255.000
16241,7,2.357,0.337,14.758,255.000
16242,9,2.737,0.304,17.137,255.000
16243,5,2.260,0.452,14.155,255.000
16244,9,2.839,0.315,17.776,255.000
16245,11,2.559,0.233,16.026,255.000
16246,10,2.538,0.254,15.891,255.000
16247,10,2.748,0.275,17.208,255.000
16248,12,2.658,0.221,16.643,255.000
16249,11,2.713,0.247,16.988,255.000
16250,10,2.682,0.268,16.794,255.000
16251,10,2.679,0.268,16.778,255.000
16252,9,2.604,0.289,16.308,255.000
16253,7,1.068,0.153,6.687,255.000
16254,8,1.644,0.205,10.294,255.000
16255,7,1.600,0.229,10.022,255.000
16256,5,1.149,0.230,7.196,255.000
16257,4,1.203,0.301,7.534,255.000
16258,4,1.226,0.306,7.677,255.000
16259,5,1.624,0.325,10.171,255.000
16260,5,1.603,0.321,10.036,255.000
16261,6,1.352,0.225,8.464,255.000
16262,7,1.365,0.195,8.548,255.000
16263,7,1.250,0.179,7.825,255.000
16264,6,1.268,0.211,7.942,255.000
16265,3,1.230,0.410,7.700,255.000
16266,5,1.745,0.349,10.931,255.000
16267,4,1.543,0.386,9.663,255.000
16268,7,1.632,0.233,10.222,255.000
16269,7,2.211,0.316,13.847,255.000
16270,9,2.167,0.241,13.571,255.000
16271,8,2.066,0.258,12.938,255.000
16272,7,1.955,0.279,12.244,255.000
16273,8,1.597,0.200,10.000,255.000
16274,10,1.874,0.187,11.736,255.000
16275,11,1.760,0.160,11.020,255.000
16276,13,1.837,0.141,11.506,255.000
16277,11,1.829,0.166,11.456,255.000
16278,8,0.977,0.122,6.117,255.000
16279,6,0.936,0.156,5.861,255.000
16280,4,0.979,0.245,6.129,255.000
16281,3,1.060,0.353,6.641,255.000
16282,5,1.278,0.256,8.004,255.000
16283,4,1.276,0.319,7.990,255.000
16284,5,1.328,0.266,8.315,255.000
16285,6,1.264,0.211,7.917,255.000
16286,10,2.084,0.208,13.048,255.000
16287,9,2.141,0.238,13.407,255.000
16288,8,1.580,0.198,9.897,255.000
16289,7,1.586,0.227,9.935,255.000
16290,6,1.629,0.272,10.202,255.000
16291,5,1.652,0.330,10.345,255.000
16292,7,1.693,0.242,10.599,255.000
16293,7,1.785,0.255,11.179,255.000
16294,7,1.969,0.281,12.331,255.000
16295,9,1.970,0.219,12.335,255.000
16296,9,2.002,0.222,12.536,255.000
16297,7,1.968,0.281,12.325,255.000
16298,5,1.953,0.391,12.228,255.000
16299,5,1.447,0.289,9.063,255.000
16300,5,1.946,0.389,12.185,255.000
16301,5,1.897,0.379,11.877,255.000
16302,5,1.848,0.370,11.571,255.000
16303,6,1.767,0.295,11.065,255.000
16304,7,1.799,0.257,11.266,255.000
16305,6,1.787,0.298,11.192,255.000
16306,8,1.747,0.218,10.938,255.000
16307,6,1.361,0.227,8.522,255.000
16308,9,2.577,0.286,16.135,255.000
16309,8,2.488,0.311,15.581,255.000
16310,7,2.384,0.341,14.929,255.000
16311,7,2.413,0.345,15.113,255.000
16312,7,2.467,0.352,15.450,255.000
16313,7,2.430,0.347,15.216,255.000
16314,6,2.360,0.393,14.776,255.000
16315,8,2.760,0.345,17.286,255.000
16316,7,2.682,0.383,16.798,255.000
16317,7,2.420,0.346,15.155,255.000
16318,8,2.888,0.361,18.083,255.000
16319,8,2.827,0.353,17.700,255.000
16320,9,2.846,0.316,17.825,255.000
16321,8,2.855,0.357,17.879,255.000
16322,7,2.942,0.420,18.421,255.000
16323,10,2.987,0.299,18.708,255.000
16324,10,3.029,0.303,18.968,255.000
16325,8,2.444,0.306,15.306,255.000
16326,6,2.672,0.445,16.730,255.000
16327,8,2.673,0.334,16.738,255.000
16328,8,2.579,0.322,16.153,255.000
16329,8,2.649,0.331,16.589,255.000
16330,11,2.716,0.247,17.008,255.000
16331,11,2.487,0.226,15.571,255.000
16332,11,2.349,0.214,14.710,255.000
16333,10,2.277,0.228,14.258,255.000
16334,11,2.022,0.184,12.665,255.000
16335,7,1.880,0.269,11.774,255.000
16336,8,2.399,0.300,15.024,255.000
16337,6,2.789,0.465,17.468,255.000
16338,6,2.786,0.464,17.444,255.000
16339,7,2.741,0.392,17.165,255.000
16340,7,2.768,0.395,17.331,255.000
16341,6,2.859,0.476,17.903,255.000
16342,6,2.895,0.482,18.129,255.000
16343,5,2.362,0.472,14.794,255.000
16344,4,2.247,0.562,14.073,255.000
16345,7,2.644,0.378,16.558,255.000
16346,5,2.216,0.443,13.879,255.000
16347,5,2.699,0.540,16.903,255.000
16348,5,2.689,0.538,16.837,255.000
16349,6,2.612,0.435,16.355,255.000
16350,7,2.536,0.362,15.883,255.000
16351,7,2.545,0.364,15.938,255.000
16352,7,2.509,0.358,15.710,255.000
16353,8,2.512,0.314,15.730,255.000
16354,6,2.494,0.416,15.617,255.000
16355,5,2.489,0.498,15.585,255.000
16356,6,2.497,0.416,15.637,255.000
16357,6,2.529,0.421,15.835,255.000
16358,6,2.565,0.428,16.065,255.000
16359,6,2.583,0.430,16.175,255.000
16360,6,2.515,0.419,15.752,255.000
16361,8,2.557,0.320,16.014,255.000
16362,7,2.521,0.360,15.788,255.000
16363,7,2.378,0.340,14.889,255.000
16364,8,2.275,0.284,14.246,255.000
16365,11,2.202,0.200,13.790,255.000
16366,12,2.071,0.173,12.968,255.000
16367,10,1.994,0.199,12.484,255.000
16368,10,1.952,0.195,12.224,255.000
16369,9,1.938,0.215,12.139,255.000
16370,11,1.986,0.181,12.435,255.000
16371,10,2.014,0.201,12.611,255.000
16372,9,2.020,0.224,12.647,255.000
16373,9,2.045,0.227,12.804,255.000
16374,7,2.121,0.303,13.282,255.000
16375,6,2.193,0.365,13.730,255.000
16376,5,2.424,0.485,15.179,255.000
16377,7,2.267,0.324,14.196,255.000
16378,5,1.831,0.366,11.468,255.000
16379,5,1.954,0.391,12.234,255.000
16380,4,1.967,0.492,12.319,255.000
16381,7,2.051,0.293,12.841,255.000
16382,6,2.068,0.345,12.948,255.000
16383,6,2.006,0.334,12.562,255.000
16384,6,2.419,0.403,15.147,255.000
16385,6,2.502,0.417,15.667,255.000
16386,7,2.568,0.367,16.079,255.000
16387,9,2.649,0.294,16.591,255.000
16388,10,2.171,0.217,13.595,255.000
16389,5,1.484,0.297,9.294,255.000
16390,2,0.124,0.062,0.776,255.000
16391,4,0.719,0.180,4.500,255.000
16392,3,0.122,0.041,0.764,255.000
16393,1,0.022,0.022,0.135,255.000
16394,3,0.049,0.016,0.306,255.000
16395,2,2.103,1.052,13.171,255.000
16396,2,2.077,1.038,13.004,255.000
16397,0,0.000,NaN,0.000,NaN
16398,1,0.032,0.032,0.202,255.000
16399,7,1.518,0.217,9.508,255.000
16400,9,2.503,0.278,15.677,255.000
16401,6,1.161,0.193,7.268,255.000
16402,5,0.731,0.146,4.577,255.000
16403,9,2.076,0.231,13.000,255.000
16404,7,1.758,0.251,11.012,255.000
16405,6,1.830,0.305,11.462,255.000
16406,7,1.750,0.250,10.960,255.000
16407,10,1.835,0.184,11.492,255.000
16408,9,2.426,0.270,15.190,255.000
16409,6,1.797,0.299,11.252,255.000
16410,6,2.257,0.376,14.133,255.000
16411,5,2.315,0.463,14.500,255.000
16412,7,2.279,0.326,14.270,255.000
16413,6,2.276,0.379,14.250,255.000
16414,4,1.282,0.320,8.028,255.000
16415,6,1.180,0.197,7.389,255.000
16416,6,1.303,0.217,8.163,255.000
16417,7,1.730,0.247,10.835,255.000
16418,5,1.179,0.236,7.383,255.000
16419,8,2.346,0.293,14.692,255.000
16420,9,2.014,0.224,12.613,255.000
16421,8,2.008,0.251,12.577,255.000
16422,8,1.928,0.241,12.071,255.000
16423,9,1.928,0.214,12.073,255.000
16424,8,2.329,0.291,14.587,255.000
16425,9,2.671,0.297,16.728,255.000
16426,8,2.755,0.344,17.252,255.000
16427,7,2.745,0.392,17.192,255.000
16428,8,1.975,0.247,12.365,255.000
16429,6,1.875,0.312,11.740,255.000
16430,9,2.518,0.280,15.770,255.000
16431,8,2.040,0.255,12.778,255.000
16432,9,2.574,0.286,16.119,255.000
16433,11,3.009,0.274,18.843,255.000
16434,12,3.018,0.252,18.901,255.000
16435,12,3.075,0.256,19.256,255.000
16436,9,3.141,0.349,19.671,255.000
16437,9,3.212,0.357,20.113,255.000
16438,8,3.296,0.412,20.641,255.000
16439,6,2.314,0.386,14.490,255.000
16440,5,1.819,0.364,11.391,255.000
16441,5,2.420,0.484,15.153,255.000
16442,5,1.900,0.380,11.899,255.000
16443,9,2.861,0.318,17.917,255.000
16444,8,1.837,0.230,11.506,255.000
16445,12,2.918,0.243,18.276,255.000
16446,12,2.917,0.243,18.268,255.000
16447,11,2.923,0.266,18.302,255.000
16448,11,2.703,0.246,16.927,255.000
16449,10,2.927,0.293,18.327,255.000
16450,12,2.849,0.237,17.839,255.000
16451,13,2.860,0.220,17.911,255.000
16452,14,2.778,0.198,17.397,255.000
16453,13,3.173,0.244,19.873,255.000
16454,13,3.175,0.244,19.885,255.000
16455,9,3.272,0.364,20.490,255.000
16456,12,3.664,0.305,22.946,255.000
16457,9,3.868,0.430,24.222,255.000
16458,9,3.850,0.428,24.109,255.000
16459,9,3.718,0.413,23.286,255.000
16460,10,3.147,0.315,19.708,255.000
16461,11,3.131,0.285,19.609,255.000
16462,10,3.057,0.306,19.145,255.000
16463,11,3.057,0.278,19.141,255.000
16464,10,3.207,0.321,20.083,255.000
16465,8,3.240,0.405,20.290,255.000
16466,11,3.258,0.296,20.405,255.000
16467,7,2.343,0.335,14.675,255.000
16468,8,2.359,0.295,14.772,255.000
16469,10,2.501,0.250,15.661,255.000
16470,11,3.432,0.312,21.492,255.000
16471,10,3.043,0.304,19.058,255.000
16472,12,2.964,0.247,18.562,255.000
16473,12,2.931,0.244,18.355,255.000
16474,13,2.894,0.223,18.123,255.000
16475,15,2.929,0.195,18.341,255.000
16476,14,2.967,0.212,18.577,255.000
16477,14,2.917,0.208,18.264,255.000
16478,12,2.844,0.237,17.812,255.000
16479,12,2.862,0.239,17.923,255.000
16480,12,2.760,0.230,17.284,255.000
16481,11,2.757,0.251,17.266,255.000
16482,10,2.720,0.272,17.034,255.000
16483,10,2.768,0.277,17.335,255.000
16484,10,2.161,0.216,13.534,255.000
16485,12,2.246,0.187,14.065,255.000
16486,14,2.235,0.160,13.994,255.000
16487,14,2.261,0.161,14.159,255.000
16488,10,2.270,0.227,14.214,255.000
16489,12,2.279,0.190,14.272,255.000
16490,13,2.403,0.185,15.048,255.000
16491,11,2.424,0.220,15.179,255.000
16492,11,2.435,0.221,15.248,255.000
16493,9,2.433,0.270,15.238,255.000
16494,9,2.365,0.263,14.808,255.000
16495,15,2.424,0.162,15.177,255.000
16496,12,2.418,0.202,15.143,255.000
16497,12,1.911,0.159,11.970,255.000
16498,12,2.240,0.187,14.026,255.000
16499,14,2.241,0.160,14.034,255.000
16500,12,2.211,0.184,13.847,255.000
16501,9,2.184,0.243,13.675,255.000
16502,8,2.191,0.274,13.722,255.000
16503,11,2.189,0.199,13.708,255.000
16504,13,2.307,0.177,14.444,255.000
16505,12,2.252,0.188,14.101,255.000
16506,10,2.319,0.232,14.520,255.000
16507,9,2.390,0.266,14.968,255.000
16508,8,2.300,0.287,14.401,255.000
16509,10,2.264,0.226,14.175,255.000
16510,14,2.332,0.167,14.605,255.000
16511,16,2.243,0.140,14.044,255.000
16512,13,2.195,0.169,13.746,255.000
16513,12,2.319,0.193,14.520,255.000
16514,11,2.242,0.204,14.042,255.000
16515,11,2.028,0.184,12.698,255.000
16516,11,2.044,0.186,12.802,255.000
16517,8,2.065,0.258,12.933,255.000
16518,8,1.893,0.237,11.853,255.000
16519,9,1.864,0.207,11.671,255.000
16520,11,2.082,0.189,13.038,255.000
16521,11,1.998,0.182,12.514,255.000
16522,13,1.804,0.139,11.296,255.000
16523,13,2.033,0.156,12.734,255.000
16524,12,1.912,0.159,11.976,255.000
16525,12,2.070,0.172,12.960,255.000
16526,12,2.135,0.178,13.369,255.000
16527,12,2.268,0.189,14.202,255.000
16528,14,2.202,0.157,13.792,255.000
16529,10,2.122,0.212,13.290,255.000
16530,10,2.028,0.203,12.700,255.000
16531,10,1.990,0.199,12.464,255.000
16532,8,1.441,0.180,9.026,255.000
16533,8,1.915,0.239,11.992,255.000
16534,9,2.004,0.223,12.552,255.000
16535,14,2.080,0.149,13.028,255.000
16536,9,2.059,0.229,12.893,255.000
16537,9,2.047,0.227,12.817,255.000
16538,7,2.094,0.299,13.111,255.000
16539,10,2.155,0.216,13.496,255.000
16540,10,2.363,0.236,14.796,255.000
16541,9,2.384,0.265,14.931,255.000
16542,11,2.381,0.216,14.913,255.000
16543,8,2.368,0.296,14.827,255.000
16544,10,2.487,0.249,15.573,255.000
16545,10,2.842,0.284,17.796,255.000
16546,9,2.750,0.306,17.220,255.000
16547,9,2.794,0.310,17.494,255.000
16548,9,2.792,0.310,17.482,255.000
16549,11,2.306,0.210,14.440,255.000
16550,11,2.188,0.199,13.702,255.000
16551,13,2.019,0.155,12.645,255.000
16552,13,2.006,0.154,12.562,255.000
16553,13,2.087,0.161,13.067,255.000
16554,10,2.069,0.207,12.954,255.000
16555,8,2.087,0.261,13.069,255.000
16556,9,2.025,0.225,12.683,255.000
16557,8,2.069,0.259,12.954,255.000
16558,8,2.135,0.267,13.369,255.000
16559,9,2.182,0.242,13.665,255.000
16560,9,2.072,0.230,12.974,255.000
16561,8,1.588,0.199,9.946,255.000
16562,8,1.897,0.237,11.877,255.000
16563,9,1.833,0.204,11.480,255.000
16564,9,1.955,0.217,12.240,255.000
16565,9,1.888,0.210,11.823,255.000
16566,12,2.183,0.182,13.669,255.000
16567,10,2.166,0.217,13.562,255.000
16568,11,2.133,0.194,13.357,255.000
16569,7,1.325,0.189,8.300,255.000
16570,10,2.467,0.247,15.450,255.000
