Slice,Count,Total Area,Average Size,%Area,Mean
5385,23,1.699,0.074,10.641,255.000
5386,30,1.799,0.060,11.268,255.000
5387,29,1.613,0.056,10.099,255.000
5388,24,1.615,0.067,10.111,255.000
5389,23,1.745,0.076,10.931,255.000
5390,25,1.806,0.072,11.312,255.000
5391,22,1.234,0.056,7.728,255.000
5392,24,1.214,0.051,7.601,255.000
5393,17,1.459,0.086,9.137,255.000
5394,17,1.757,0.103,11.000,255.000
5395,21,1.430,0.068,8.952,255.000
5396,16,1.909,0.119,11.952,255.000
5397,15,1.450,0.097,9.083,255.000
5398,13,1.508,0.116,9.444,255.000
5399,22,1.928,0.088,12.075,255.000
5400,24,1.950,0.081,12.208,255.000
5401,24,1.819,0.076,11.389,255.000
5402,22,1.996,0.091,12.502,255.000
5403,23,1.779,0.077,11.139,255.000
5404,26,1.870,0.072,11.712,255.000
5405,25,1.555,0.062,9.740,255.000
5406,28,1.638,0.058,10.256,255.000
5407,24,1.758,0.073,11.006,255.000
5408,25,1.996,0.080,12.502,255.000
5409,23,2.051,0.089,12.841,255.000
5410,18,2.033,0.113,12.734,255.000
5411,24,1.712,0.071,10.722,255.000
5412,18,1.671,0.093,10.464,255.000
5413,18,1.985,0.110,12.433,255.000
5414,13,1.974,0.152,12.361,255.000
5415,11,0.590,0.054,3.692,255.000
5416,12,0.988,0.082,6.187,255.000
5417,5,0.791,0.158,4.952,255.000
5418,4,0.737,0.184,4.617,255.000
5419,3,0.148,0.049,0.927,255.000
5420,6,1.110,0.185,6.950,255.000
5421,7,0.966,0.138,6.052,255.000
5422,8,0.925,0.116,5.790,255.000
5423,4,0.745,0.186,4.663,255.000
5424,3,0.602,0.201,3.768,255.000
5425,3,0.519,0.173,3.248,255.000
5426,2,0.565,0.282,3.538,255.000
5427,2,0.553,0.276,3.462,255.000
5428,0,0.000,NaN,0.000,NaN
5429,0,0.000,NaN,0.000,NaN
5430,1,0.003,0.003,0.018,255.000
5431,1,0.008,0.008,0.048,255.000
5432,0,0.000,NaN,0.000,NaN
5433,2,0.056,0.028,0.353,255.000
5434,1,0.054,0.054,0.335,255.000
5435,1,0.055,0.055,0.343,255.000
5436,0,0.000,NaN,0.000,NaN
5437,0,0.000,NaN,0.000,NaN
5438,1,0.003,0.003,0.018,255.000
5439,2,0.011,0.006,0.071,255.000
5440,2,0.010,0.005,0.060,255.000
5441,3,0.024,0.008,0.149,255.000
5442,4,0.601,0.150,3.766,255.000
5443,0,0.000,NaN,0.000,NaN
5444,4,0.259,0.065,1.623,255.000
5445,5,0.234,0.047,1.464,255.000
5446,8,0.194,0.024,1.216,255.000
5447,5,0.214,0.043,1.341,255.000
5448,6,0.196,0.033,1.228,255.000
5449,10,1.372,0.137,8.589,255.000
5450,10,1.393,0.139,8.724,255.000
5451,11,1.380,0.125,8.645,255.000
5452,19,2.290,0.121,14.339,255.000
5453,15,2.173,0.145,13.607,255.000
5454,12,0.928,0.077,5.813,255.000
5455,17,0.867,0.051,5.431,255.000
5456,19,0.895,0.047,5.603,255.000
5457,20,1.052,0.053,6.589,255.000
5458,17,1.717,0.101,10.754,255.000
5459,19,1.809,0.095,11.325,255.000
5460,7,0.650,0.093,4.069,255.000
5461,9,0.357,0.040,2.238,255.000
5462,9,0.139,0.015,0.871,255.000
5463,10,0.183,0.018,1.149,255.000
5464,12,0.198,0.016,1.238,255.000
5465,13,0.474,0.036,2.970,255.000
5466,12,0.484,0.040,3.032,255.000
5467,7,0.163,0.023,1.022,255.000
5468,9,0.175,0.019,1.095,255.000
5469,13,0.912,0.070,5.714,255.000
5470,16,0.922,0.058,5.772,255.000
5471,19,0.969,0.051,6.067,255.000
5472,19,0.935,0.049,5.853,255.000
5473,16,0.891,0.056,5.577,255.000
5474,19,0.953,0.050,5.970,255.000
5475,17,0.828,0.049,5.187,255.000
5476,18,0.781,0.043,4.891,255.000
5477,15,0.459,0.031,2.873,255.000
5478,11,0.601,0.055,3.766,255.000
5479,16,0.642,0.040,4.020,255.000
5480,15,0.430,0.029,2.694,255.000
5481,13,0.457,0.035,2.859,255.000
5482,11,0.936,0.085,5.861,255.000
5483,11,0.793,0.072,4.966,255.000
5484,11,1.030,0.094,6.452,255.000
5485,13,1.201,0.092,7.522,255.000
5486,14,1.290,0.092,8.081,255.000
5487,12,1.261,0.105,7.899,255.000
5488,12,1.040,0.087,6.514,255.000
5489,14,1.010,0.072,6.323,255.000
5490,17,1.260,0.074,7.893,255.000
5491,15,0.973,0.065,6.095,255.000
5492,12,0.818,0.068,5.125,255.000
5493,14,0.783,0.056,4.901,255.000
5494,12,0.622,0.052,3.895,255.000
5495,10,0.635,0.064,3.978,255.000
5496,9,0.580,0.064,3.631,255.000
5497,7,0.488,0.070,3.054,255.000
5498,8,0.458,0.057,2.871,255.000
5499,10,0.475,0.048,2.976,255.000
5500,12,0.823,0.069,5.155,255.000
5501,10,0.787,0.079,4.931,255.000
5502,11,0.466,0.042,2.917,255.000
5503,14,2.708,0.193,16.956,255.000
5504,11,0.476,0.043,2.978,255.000
5505,13,0.355,0.027,2.224,255.000
5506,13,0.373,0.029,2.333,255.000
5507,17,2.190,0.129,13.714,255.000
5508,15,2.430,0.162,15.218,255.000
5509,13,0.997,0.077,6.242,255.000
5510,18,0.719,0.040,4.504,255.000
5511,18,0.734,0.041,4.597,255.000
5512,17,2.466,0.145,15.442,255.000
5513,16,0.785,0.049,4.917,255.000
5514,15,0.724,0.048,4.536,255.000
5515,15,0.493,0.033,3.085,255.000
5516,12,0.248,0.021,1.552,255.000
5517,13,0.233,0.018,1.460,255.000
5518,14,0.246,0.018,1.542,255.000
5519,4,0.042,0.010,0.262,255.000
5520,6,0.080,0.013,0.498,255.000
5521,11,0.222,0.020,1.389,255.000
5522,10,0.336,0.034,2.107,255.000
5523,13,3.896,0.300,24.401,255.000
5524,18,3.907,0.217,24.468,255.000
5525,14,3.540,0.253,22.169,255.000
5526,15,3.573,0.238,22.373,255.000
5527,16,3.631,0.227,22.740,255.000
5528,14,0.383,0.027,2.401,255.000
5529,12,0.160,0.013,1.002,255.000
5530,12,0.334,0.028,2.089,255.000
5531,10,0.761,0.076,4.768,255.000
5532,13,0.841,0.065,5.266,255.000
5533,15,0.983,0.066,6.155,255.000
5534,15,2.453,0.164,15.361,255.000
5535,11,0.454,0.041,2.841,255.000
5536,10,0.961,0.096,6.018,255.000
5537,7,0.095,0.014,0.593,255.000
5538,7,2.768,0.395,17.333,255.000
5539,8,0.103,0.013,0.647,255.000
5540,7,0.090,0.013,0.562,255.000
5541,10,0.126,0.013,0.790,255.000
5542,4,0.067,0.017,0.419,255.000
5543,6,0.127,0.021,0.796,255.000
5544,8,0.145,0.018,0.911,255.000
5545,9,0.093,0.010,0.581,255.000
5546,8,0.105,0.013,0.659,255.000
5547,7,0.083,0.012,0.522,255.000
5548,13,0.720,0.055,4.510,255.000
5549,16,0.344,0.022,2.155,255.000
5550,15,1.030,0.069,6.450,255.000
5551,12,0.878,0.073,5.500,255.000
5552,6,0.298,0.050,1.869,255.000
5553,8,0.509,0.064,3.190,255.000
5554,12,0.468,0.039,2.933,255.000
5555,9,0.370,0.041,2.317,255.000
5556,8,0.945,0.118,5.921,255.000
5557,9,3.844,0.427,24.069,255.000
5558,0,0.000,NaN,0.000,NaN
5559,0,0.000,NaN,0.000,NaN
5560,1,0.003,0.003,0.018,255.000
5561,2,0.007,0.003,0.042,255.000
5562,2,0.028,0.014,0.175,255.000
5563,2,0.019,0.010,0.121,255.000
5564,3,0.029,0.010,0.179,255.000
5565,3,0.093,0.031,0.583,255.000
5566,5,0.070,0.014,0.440,255.000
5567,3,0.048,0.016,0.304,255.000
5568,4,0.778,0.195,4.873,255.000
5569,2,0.730,0.365,4.569,255.000
5570,4,0.724,0.181,4.536,255.000
5571,3,0.751,0.250,4.704,255.000
5572,2,0.723,0.362,4.530,255.000
5573,2,0.772,0.386,4.835,255.000
5574,2,0.779,0.389,4.877,255.000
5575,1,0.739,0.739,4.627,255.000
5576,1,0.747,0.747,4.679,255.000
5577,0,0.000,NaN,0.000,NaN
5578,0,0.000,NaN,0.000,NaN
5579,2,0.763,0.382,4.780,255.000
5580,3,0.711,0.237,4.450,255.000
5581,1,0.642,0.642,4.022,255.000
5582,1,0.614,0.614,3.845,255.000
5583,1,0.608,0.608,3.810,255.000
5584,2,0.628,0.314,3.931,255.000
5585,3,0.646,0.215,4.044,255.000
5586,5,0.702,0.140,4.399,255.000
5587,2,1.432,0.716,8.970,255.000
5588,5,1.737,0.347,10.875,255.000
5589,4,1.561,0.390,9.778,255.000
5590,3,1.021,0.340,6.391,255.000
5591,5,1.013,0.203,6.343,255.000
5592,3,1.241,0.414,7.774,255.000
5593,2,1.232,0.616,7.716,255.000
5594,4,1.441,0.360,9.022,255.000
5595,2,0.752,0.376,4.712,255.000
5596,3,1.358,0.453,8.506,255.000
5597,3,1.346,0.449,8.429,255.000
5598,2,1.296,0.648,8.115,255.000
5599,4,1.266,0.317,7.929,255.000
5600,4,2.144,0.536,13.425,255.000
5601,3,1.237,0.412,7.744,255.000
5602,3,1.236,0.412,7.740,255.000
5603,3,1.263,0.421,7.911,255.000
5604,4,1.285,0.321,8.048,255.000
5605,2,0.469,0.234,2.935,255.000
5606,1,0.447,0.447,2.798,255.000
5607,1,0.457,0.457,2.861,255.000
5608,1,0.452,0.452,2.829,255.000
5609,1,0.455,0.455,2.851,255.000
5610,2,0.477,0.238,2.986,255.000
5611,3,0.478,0.159,2.996,255.000
5612,3,0.466,0.155,2.917,255.000
5613,3,0.490,0.163,3.067,255.000
5614,2,0.459,0.230,2.875,255.000
5615,2,0.508,0.254,3.181,255.000
5616,1,0.501,0.501,3.139,255.000
5617,2,0.507,0.253,3.175,255.000
5618,2,0.448,0.224,2.806,255.000
5619,1,0.410,0.410,2.569,255.000
5620,3,0.328,0.109,2.054,255.000
5621,3,0.231,0.077,1.444,255.000
5622,3,0.189,0.063,1.181,255.000
5623,3,0.078,0.026,0.490,255.000
5624,2,0.055,0.028,0.347,255.000
5625,2,0.092,0.046,0.577,255.000
5626,2,0.049,0.025,0.310,255.000
5627,3,0.055,0.018,0.347,255.000
5628,3,0.061,0.020,0.379,255.000
5629,4,0.027,0.007,0.169,255.000
5630,2,0.014,0.007,0.087,255.000
5631,4,0.032,0.008,0.200,255.000
5632,3,0.511,0.170,3.198,255.000
5633,4,0.499,0.125,3.123,255.000
5634,2,0.099,0.050,0.621,255.000
5635,4,0.562,0.140,3.518,255.000
5636,5,1.831,0.366,11.464,255.000
5637,0,0.000,NaN,0.000,NaN
5638,0,0.000,NaN,0.000,NaN
5639,0,0.000,NaN,0.000,NaN
5640,1,0.007,0.007,0.042,255.000
5641,2,0.014,0.007,0.089,255.000
5642,4,0.018,0.005,0.113,255.000
5643,4,0.021,0.005,0.131,255.000
5644,0,0.000,NaN,0.000,NaN
5645,3,0.021,0.007,0.129,255.000
5646,3,0.029,0.010,0.183,255.000
5647,5,1.931,0.386,12.095,255.000
5648,4,1.926,0.482,12.063,255.000
5649,3,0.052,0.017,0.323,255.000
5650,2,0.055,0.028,0.345,255.000
5651,4,1.933,0.483,12.103,255.000
5652,4,1.942,0.485,12.161,255.000
5653,5,1.955,0.391,12.244,255.000
5654,4,1.961,0.490,12.278,255.000
5655,3,0.139,0.046,0.873,255.000
5656,3,0.019,0.006,0.117,255.000
5657,1,0.014,0.014,0.085,255.000
5658,1,0.031,0.031,0.194,255.000
5659,3,2.636,0.879,16.508,255.000
5660,3,1.013,0.338,6.343,255.000
5661,1,0.010,0.010,0.065,255.000
5662,1,0.281,0.281,1.758,255.000
5663,1,0.257,0.257,1.607,255.000
5664,2,0.259,0.130,1.623,255.000
5665,1,0.003,0.003,0.018,255.000
5666,2,0.257,0.128,1.607,255.000
5667,0,0.000,NaN,0.000,NaN
5668,0,0.000,NaN,0.000,NaN
5669,1,0.008,0.008,0.048,255.000
5670,0,0.000,NaN,0.000,NaN
5671,1,0.006,0.006,0.038,255.000
5672,1,0.006,0.006,0.040,255.000
5673,1,0.008,0.008,0.048,255.000
5674,1,0.003,0.003,0.018,255.000
5675,1,0.009,0.009,0.054,255.000
5676,2,0.306,0.153,1.915,255.000
5677,2,0.283,0.141,1.770,255.000
5678,2,0.255,0.127,1.595,255.000
5679,5,1.028,0.206,6.438,255.000
5680,3,0.221,0.074,1.385,255.000
5681,4,1.507,0.377,9.435,255.000
5682,5,1.494,0.299,9.355,255.000
5683,3,0.715,0.238,4.476,255.000
5684,4,0.726,0.181,4.546,255.000
5685,5,0.877,0.175,5.494,255.000
5686,6,0.975,0.162,6.105,255.000
5687,6,1.103,0.184,6.907,255.000
5688,8,1.150,0.144,7.200,255.000
5689,7,1.163,0.166,7.286,255.000
5690,5,1.164,0.233,7.290,255.000
5691,3,1.130,0.377,7.077,255.000
5692,5,1.278,0.256,8.002,255.000
5693,7,1.214,0.173,7.605,255.000
5694,6,1.339,0.223,8.385,255.000
5695,5,1.477,0.295,9.250,255.000
5696,3,1.485,0.495,9.300,255.000
5697,6,1.492,0.249,9.343,255.000
5698,4,1.395,0.349,8.736,255.000
5699,5,1.439,0.288,9.014,255.000
5700,5,1.387,0.277,8.688,255.000
5701,5,1.385,0.277,8.671,255.000
5702,10,1.495,0.150,9.365,255.000
5703,11,1.399,0.127,8.762,255.000
5704,8,1.457,0.182,9.127,255.000
5705,8,1.519,0.190,9.514,255.000
5706,7,1.813,0.259,11.353,255.000
5707,7,1.793,0.256,11.228,255.000
5708,8,1.954,0.244,12.238,255.000
5709,6,2.032,0.339,12.724,255.000
5710,7,2.046,0.292,12.815,255.000
5711,6,1.875,0.313,11.742,255.000
5712,9,1.944,0.216,12.173,255.000
5713,4,0.861,0.215,5.389,255.000
5714,3,0.889,0.296,5.565,255.000
5715,2,0.017,0.009,0.107,255.000
5716,1,0.014,0.014,0.089,255.000
5717,0,0.000,NaN,0.000,NaN
5718,2,0.368,0.184,2.306,255.000
5719,2,1.317,0.659,8.250,255.000
5720,4,2.126,0.531,13.312,255.000
5721,5,1.988,0.398,12.446,255.000
5722,3,2.001,0.667,12.532,255.000
5723,2,0.962,0.481,6.026,255.000
5724,3,2.232,0.744,13.974,255.000
5725,5,2.244,0.449,14.050,255.000
5726,5,3.788,0.758,23.720,255.000
5727,4,3.778,0.944,23.657,255.000
5728,4,3.635,0.909,22.764,255.000
5729,8,3.583,0.448,22.437,255.000
5730,10,3.522,0.352,22.056,255.000
5731,8,2.366,0.296,14.817,255.000
5732,8,3.495,0.437,21.889,255.000
5733,6,1.459,0.243,9.139,255.000
5734,7,1.463,0.209,9.163,255.000
5735,6,2.226,0.371,13.942,255.000
5736,6,2.034,0.339,12.736,255.000
5737,4,2.166,0.542,13.565,255.000
5738,4,1.614,0.403,10.105,255.000
5739,4,1.683,0.421,10.540,255.000
5740,3,1.753,0.584,10.976,255.000
5741,8,2.192,0.274,13.724,255.000
5742,6,1.617,0.270,10.129,255.000
5743,6,1.688,0.281,10.573,255.000
5744,9,2.554,0.284,15.992,255.000
5745,4,1.794,0.449,11.236,255.000
5746,5,2.591,0.518,16.226,255.000
5747,5,2.794,0.559,17.498,255.000
5748,6,3.987,0.665,24.970,255.000
5749,8,3.164,0.395,19.813,255.000
5750,6,3.124,0.521,19.563,255.000
5751,5,4.007,0.801,25.095,255.000
5752,5,4.089,0.818,25.605,255.000
5753,4,4.169,1.042,26.107,255.000
5754,5,4.272,0.854,26.750,255.000
5755,4,4.364,1.091,27.331,255.000
5756,5,0.920,0.184,5.760,255.000
5757,7,3.594,0.513,22.506,255.000
5758,11,2.859,0.260,17.901,255.000
5759,11,2.850,0.259,17.847,255.000
5760,8,3.216,0.402,20.139,255.000
5761,8,3.268,0.408,20.464,255.000
5762,8,3.883,0.485,24.315,255.000
5763,3,3.545,1.182,22.200,255.000
5764,6,3.550,0.592,22.232,255.000
5765,8,3.611,0.451,22.615,255.000
5766,5,3.650,0.730,22.857,255.000
5767,8,3.677,0.460,23.028,255.000
5768,6,2.552,0.425,15.978,255.000
5769,7,2.802,0.400,17.550,255.000
5770,9,3.345,0.372,20.948,255.000
5771,8,3.272,0.409,20.490,255.000
5772,9,3.133,0.348,19.617,255.000
5773,6,3.722,0.620,23.310,255.000
5774,5,1.014,0.203,6.349,255.000
5775,6,3.171,0.528,19.857,255.000
5776,4,3.104,0.776,19.437,255.000
5777,3,1.835,0.612,11.490,255.000
5778,2,0.883,0.442,5.530,255.000
5779,4,1.905,0.476,11.929,255.000
5780,4,1.851,0.463,11.591,255.000
5781,4,1.855,0.464,11.615,255.000
5782,3,1.804,0.601,11.300,255.000
5783,7,3.054,0.436,19.127,255.000
5784,6,3.114,0.519,19.500,255.000
5785,5,3.150,0.630,19.724,255.000
5786,4,3.134,0.783,19.625,255.000
5787,6,3.230,0.538,20.226,255.000
5788,5,3.314,0.663,20.752,255.000
5789,4,2.329,0.582,14.585,255.000
5790,5,2.410,0.482,15.093,255.000
5791,4,2.545,0.636,15.935,255.000
5792,2,0.876,0.438,5.488,255.000
5793,1,0.868,0.868,5.433,255.000
5794,2,0.891,0.445,5.577,255.000
5795,3,3.592,1.197,22.492,255.000
5796,3,3.546,1.182,22.204,255.000
5797,4,3.576,0.894,22.391,255.000
5798,5,2.382,0.476,14.917,255.000
5799,5,2.376,0.475,14.881,255.000
5800,6,3.436,0.573,21.516,255.000
5801,5,2.400,0.480,15.032,255.000
5802,5,2.410,0.482,15.091,255.000
5803,3,0.784,0.261,4.911,255.000
5804,4,1.710,0.427,10.706,255.000
5805,4,2.444,0.611,15.306,255.000
5806,4,2.491,0.623,15.599,255.000
5807,2,1.816,0.908,11.373,255.000
5808,2,1.803,0.901,11.290,255.000
5809,3,1.807,0.602,11.315,255.000
5810,4,1.830,0.457,11.458,255.000
5811,4,1.901,0.475,11.907,255.000
5812,3,2.530,0.843,15.845,255.000
5813,5,3.469,0.694,21.726,255.000
5814,4,3.365,0.841,21.073,255.000
5815,5,3.388,0.678,21.216,255.000
5816,5,3.560,0.712,22.292,255.000
5817,7,3.640,0.520,22.794,255.000
5818,9,3.718,0.413,23.282,255.000
5819,6,2.835,0.473,17.754,255.000
5820,8,3.622,0.453,22.681,255.000
5821,8,3.424,0.428,21.440,255.000
5822,10,3.421,0.342,21.421,255.000
5823,7,3.563,0.509,22.313,255.000
5824,9,2.556,0.284,16.008,255.000
5825,6,2.407,0.401,15.075,255.000
5826,6,2.435,0.406,15.248,255.000
5827,9,1.900,0.211,11.899,255.000
5828,7,1.792,0.256,11.222,255.000
5829,7,2.602,0.372,16.294,255.000
5830,9,1.758,0.195,11.006,255.000
5831,8,1.745,0.218,10.931,255.000
5832,7,1.719,0.246,10.762,255.000
5833,7,1.780,0.254,11.149,255.000
5834,6,1.946,0.324,12.188,255.000
5835,5,1.972,0.394,12.351,255.000
5836,5,2.033,0.407,12.728,255.000
5837,3,2.317,0.772,14.512,255.000
5838,2,1.536,0.768,9.619,255.000
5839,3,1.535,0.512,9.613,255.000
5840,2,1.585,0.792,9.923,255.000
5841,1,0.874,0.874,5.472,255.000
5842,2,0.887,0.444,5.558,255.000
5843,6,2.700,0.450,16.911,255.000
5844,4,0.894,0.224,5.601,255.000
5845,3,0.894,0.298,5.597,255.000
5846,5,0.935,0.187,5.853,255.000
5847,5,0.911,0.182,5.702,255.000
5848,6,2.708,0.451,16.958,255.000
5849,5,2.575,0.515,16.125,255.000
5850,6,2.528,0.421,15.829,255.000
5851,5,2.520,0.504,15.782,255.000
5852,6,3.117,0.519,19.518,255.000
5853,7,2.654,0.379,16.617,255.000
5854,5,2.633,0.527,16.488,255.000
5855,6,2.608,0.435,16.333,255.000
5856,4,2.737,0.684,17.139,255.000
5857,7,2.766,0.395,17.323,255.000
5858,9,2.859,0.318,17.903,255.000
5859,7,2.786,0.398,17.446,255.000
5860,7,3.666,0.524,22.954,255.000
5861,7,3.610,0.516,22.605,255.000
5862,6,3.509,0.585,21.972,255.000
5863,6,3.444,0.574,21.565,255.000
5864,8,3.384,0.423,21.190,255.000
5865,8,3.463,0.433,21.687,255.000
5866,7,2.553,0.365,15.986,255.000
5867,8,2.582,0.323,16.167,255.000
5868,4,2.632,0.658,16.484,255.000
5869,5,1.916,0.383,11.996,255.000
5870,4,1.933,0.483,12.103,255.000
5871,6,2.669,0.445,16.716,255.000
5872,4,2.702,0.675,16.919,255.000
5873,5,2.699,0.540,16.903,255.000
5874,5,2.659,0.532,16.649,255.000
5875,5,2.578,0.516,16.143,255.000
5876,7,3.390,0.484,21.230,255.000
5877,7,2.453,0.350,15.363,255.000
5878,4,2.189,0.547,13.708,255.000
5879,5,2.166,0.433,13.563,255.000
5880,5,2.173,0.435,13.607,255.000
5881,9,3.034,0.337,18.998,255.000
5882,6,3.111,0.519,19.482,255.000
5883,6,3.076,0.513,19.264,255.000
5884,6,2.965,0.494,18.569,255.000
5885,7,3.110,0.444,19.474,255.000
5886,5,2.394,0.479,14.994,255.000
5887,6,2.345,0.391,14.683,255.000
5888,5,2.228,0.446,13.950,255.000
5889,4,2.178,0.545,13.641,255.000
5890,5,2.080,0.416,13.024,255.000
5891,5,1.538,0.308,9.629,255.000
5892,7,1.956,0.279,12.252,255.000
5893,6,2.605,0.434,16.313,255.000
5894,7,2.183,0.312,13.671,255.000
5895,7,2.186,0.312,13.687,255.000
5896,8,2.987,0.373,18.704,255.000
5897,6,2.975,0.496,18.631,255.000
5898,4,2.567,0.642,16.073,255.000
5899,6,3.336,0.556,20.889,255.000
5900,6,2.332,0.389,14.605,255.000
5901,8,2.542,0.318,15.921,255.000
5902,6,2.471,0.412,15.474,255.000
5903,5,1.553,0.311,9.724,255.000
5904,2,1.524,0.762,9.542,255.000
5905,3,2.510,0.837,15.718,255.000
5906,5,2.477,0.495,15.514,255.000
5907,4,2.451,0.613,15.347,255.000
5908,3,2.436,0.812,15.254,255.000
5909,2,2.473,1.236,15.486,255.000
5910,4,2.401,0.600,15.036,255.000
5911,7,2.846,0.407,17.825,255.000
5912,6,3.214,0.536,20.127,255.000
5913,5,2.321,0.464,14.538,255.000
5914,6,2.409,0.401,15.085,255.000
5915,6,2.385,0.398,14.937,255.000
5916,5,1.660,0.332,10.393,255.000
5917,4,1.662,0.416,10.411,255.000
5918,4,1.734,0.434,10.861,255.000
5919,8,2.843,0.355,17.804,255.000
5920,7,2.745,0.392,17.188,255.000
5921,5,1.758,0.352,11.012,255.000
5922,4,1.739,0.435,10.889,255.000
5923,5,2.518,0.504,15.768,255.000
5924,5,1.827,0.365,11.442,255.000
5925,4,1.822,0.455,11.407,255.000
5926,3,2.460,0.820,15.407,255.000
5927,3,2.255,0.752,14.121,255.000
5928,4,2.323,0.581,14.550,255.000
5929,6,2.291,0.382,14.349,255.000
5930,4,2.494,0.623,15.617,255.000
5931,2,1.653,0.827,10.353,255.000
5932,2,1.686,0.843,10.556,255.000
5933,2,1.699,0.849,10.639,255.000
5934,4,1.699,0.425,10.637,255.000
5935,2,1.684,0.842,10.548,255.000
5936,4,1.665,0.416,10.425,255.000
5937,3,1.662,0.554,10.405,255.000
5938,4,2.440,0.610,15.282,255.000
5939,4,2.455,0.614,15.371,255.000
5940,4,2.445,0.611,15.310,255.000
5941,4,2.415,0.604,15.123,255.000
5942,4,2.411,0.603,15.097,255.000
5943,4,2.441,0.610,15.286,255.000
5944,4,2.431,0.608,15.226,255.000
5945,5,1.678,0.336,10.510,255.000
5946,5,1.714,0.343,10.736,255.000
5947,5,1.745,0.349,10.927,255.000
5948,5,2.725,0.545,17.062,255.000
5949,5,1.756,0.351,10.996,255.000
5950,6,2.831,0.472,17.726,255.000
5951,6,2.802,0.467,17.550,255.000
5952,3,1.026,0.342,6.423,255.000
5953,3,2.013,0.671,12.605,255.000
5954,3,1.018,0.339,6.377,255.000
5955,3,0.965,0.322,6.044,255.000
5956,2,1.027,0.513,6.431,255.000
5957,4,2.085,0.521,13.056,255.000
5958,1,0.004,0.004,0.024,255.000
5959,0,0.000,NaN,0.000,NaN
5960,0,0.000,NaN,0.000,NaN
5961,1,0.003,0.003,0.018,255.000
5962,3,0.016,0.005,0.101,255.000
5963,0,0.000,NaN,0.000,NaN
5964,0,0.000,NaN,0.000,NaN
5965,0,0.000,NaN,0.000,NaN
5966,0,0.000,NaN,0.000,NaN
5967,0,0.000,NaN,0.000,NaN
5968,0,0.000,NaN,0.000,NaN
5969,1,0.007,0.007,0.042,255.000
5970,0,0.000,NaN,0.000,NaN
5971,1,1.215,1.215,7.607,255.000
5972,0,0.000,NaN,0.000,NaN
5973,0,0.000,NaN,0.000,NaN
5974,0,0.000,NaN,0.000,NaN
5975,0,0.000,NaN,0.000,NaN
5976,0,0.000,NaN,0.000,NaN
5977,8,4.072,0.509,25.502,255.000
5978,8,4.081,0.510,25.558,255.000
5979,9,4.101,0.456,25.679,255.000
5980,7,3.945,0.564,24.704,255.000
5981,8,3.917,0.490,24.532,255.000
5982,6,3.671,0.612,22.990,255.000
5983,6,3.003,0.501,18.808,255.000
5984,6,3.103,0.517,19.431,255.000
5985,6,3.286,0.548,20.577,255.000
5986,7,3.094,0.442,19.373,255.000
5987,6,3.042,0.507,19.052,255.000
5988,6,2.979,0.497,18.657,255.000
5989,5,2.871,0.574,17.976,255.000
5990,6,2.995,0.499,18.754,255.000
5991,5,3.012,0.602,18.861,255.000
5992,6,3.013,0.502,18.867,255.000
5993,6,2.978,0.496,18.649,255.000
5994,8,2.985,0.373,18.692,255.000
5995,6,3.354,0.559,21.006,255.000
5996,3,3.509,1.170,21.976,255.000
5997,5,4.140,0.828,25.925,255.000
5998,8,4.072,0.509,25.502,255.000
5999,7,4.146,0.592,25.966,255.000
6000,6,3.576,0.596,22.397,255.000
6001,5,3.535,0.707,22.137,255.000
6002,4,3.551,0.888,22.236,255.000
6003,7,4.132,0.590,25.877,255.000
6004,5,3.259,0.652,20.407,255.000
6005,5,3.025,0.605,18.944,255.000
6006,5,2.521,0.504,15.790,255.000
6007,6,1.716,0.286,10.748,255.000
6008,4,1.732,0.433,10.845,255.000
6009,4,1.696,0.424,10.623,255.000
6010,6,3.431,0.572,21.486,255.000
6011,4,3.378,0.844,21.151,255.000
6012,6,3.112,0.519,19.486,255.000
6013,5,2.230,0.446,13.962,255.000
6014,5,2.156,0.431,13.502,255.000
6015,5,2.128,0.426,13.325,255.000
6016,5,2.108,0.422,13.198,255.000
6017,8,2.752,0.344,17.236,255.000
6018,6,2.662,0.444,16.669,255.000
6019,6,2.508,0.418,15.708,255.000
6020,7,2.456,0.351,15.377,255.000
6021,5,2.277,0.455,14.258,255.000
6022,5,2.280,0.456,14.276,255.000
6023,5,2.260,0.452,14.153,255.000
6024,6,2.330,0.388,14.591,255.000
6025,4,2.271,0.568,14.222,255.000
6026,6,2.160,0.360,13.526,255.000
6027,6,2.110,0.352,13.212,255.000
6028,7,2.146,0.307,13.437,255.000
6029,7,2.161,0.309,13.530,255.000
6030,6,2.165,0.361,13.556,255.000
6031,6,2.189,0.365,13.710,255.000
6032,6,2.250,0.375,14.089,255.000
6033,6,2.238,0.373,14.018,255.000
6034,11,2.106,0.191,13.190,255.000
6035,9,2.101,0.233,13.155,255.000
6036,12,2.124,0.177,13.302,255.000
6037,10,2.114,0.211,13.240,255.000
6038,12,2.204,0.184,13.802,255.000
6039,9,2.258,0.251,14.141,255.000
6040,11,2.230,0.203,13.962,255.000
6041,11,2.349,0.214,14.708,255.000
6042,11,2.303,0.209,14.425,255.000
6043,10,2.390,0.239,14.966,255.000
6044,9,2.551,0.283,15.974,255.000
6045,10,2.600,0.260,16.282,255.000
6046,10,2.643,0.264,16.552,255.000
6047,6,1.971,0.328,12.341,255.000
6048,7,1.886,0.269,11.812,255.000
6049,8,1.863,0.233,11.665,255.000
