Slice,Count,Total Area,Average Size,%Area,Mean
5880,12,8.255,0.688,51.694,254.454
5881,12,8.280,0.690,51.849,255.000
5882,13,8.236,0.634,51.577,255.000
5883,14,8.080,0.577,50.597,255.000
5884,12,7.896,0.658,49.444,255.000
5885,12,8.191,0.683,51.292,255.000
5886,11,8.153,0.741,51.058,255.000
5887,12,8.291,0.691,51.923,255.000
5888,12,8.024,0.669,50.246,254.269
5889,12,8.364,0.697,52.375,252.302
5890,10,8.112,0.811,50.798,252.819
5891,9,8.571,0.952,53.675,253.501
5892,11,8.001,0.727,50.105,253.511
5893,10,9.098,0.910,56.974,254.494
5894,10,8.168,0.817,51.147,255.000
5895,10,8.136,0.814,50.952,255.000
5896,12,8.093,0.674,50.681,255.000
5897,11,8.212,0.747,51.427,255.000
5898,11,8.690,0.790,54.419,255.000
5899,11,8.631,0.785,54.050,255.000
5900,12,8.495,0.708,53.200,255.000
5901,11,8.391,0.763,52.544,255.000
5902,11,8.099,0.736,50.716,255.000
5903,10,8.280,0.828,51.851,254.966
5904,10,8.382,0.838,52.492,254.726
5905,10,8.449,0.845,52.909,254.978
5906,10,8.487,0.849,53.149,254.106
5907,10,8.456,0.846,52.954,254.161
5908,12,8.767,0.731,54.903,254.432
5909,11,8.757,0.796,54.839,254.628
5910,12,8.561,0.713,53.611,254.771
5911,13,6.492,0.499,40.655,255.000
5912,11,7.450,0.677,46.653,255.000
5913,12,7.807,0.651,48.889,255.000
5914,12,7.949,0.662,49.780,254.598
5915,11,7.819,0.711,48.962,254.807
5916,9,8.084,0.898,50.621,255.000
5917,9,8.249,0.917,51.659,254.043
5918,10,8.261,0.826,51.730,255.000
5919,11,8.413,0.765,52.685,254.915
5920,11,8.299,0.754,51.972,255.000
5921,9,7.975,0.886,49.944,255.000
5922,9,7.938,0.882,49.712,255.000
5923,10,7.866,0.787,49.256,255.000
5924,10,8.491,0.849,53.173,255.000
5925,11,8.619,0.784,53.972,255.000
5926,12,8.369,0.697,52.407,255.000
5927,12,7.967,0.664,49.889,255.000
5928,12,8.045,0.670,50.377,255.000
5929,13,8.052,0.619,50.427,255.000
5930,11,8.910,0.810,55.798,254.925
5931,11,8.842,0.804,55.373,255.000
5932,10,8.959,0.896,56.103,255.000
5933,10,9.079,0.908,56.853,255.000
5934,11,9.058,0.823,56.722,254.975
5935,11,8.892,0.808,55.683,255.000
5936,13,8.571,0.659,53.675,255.000
5937,14,8.433,0.602,52.808,255.000
5938,13,8.515,0.655,53.323,255.000
5939,13,8.220,0.632,51.476,255.000
5940,13,8.066,0.620,50.514,255.000
5941,13,7.859,0.605,49.212,255.000
5942,13,7.872,0.606,49.294,255.000
5943,13,8.004,0.616,50.125,255.000
5944,11,7.956,0.723,49.825,255.000
5945,11,8.214,0.747,51.440,255.000
5946,13,8.064,0.620,50.498,255.000
5947,14,8.202,0.586,51.363,255.000
5948,15,8.162,0.544,51.111,255.000
5949,13,7.909,0.608,49.528,254.879
5950,14,8.468,0.605,53.028,254.854
5951,13,8.382,0.645,52.492,254.827
5952,10,9.037,0.904,56.591,255.000
5953,11,9.103,0.828,57.004,255.000
5954,11,9.070,0.825,56.796,255.000
5955,10,9.031,0.903,56.554,255.000
5956,7,10.274,1.468,64.341,254.323
5957,7,10.161,1.452,63.633,254.190
5958,5,10.446,2.089,65.413,253.852
5959,5,10.494,2.099,65.718,254.223
5960,2,11.218,5.609,70.252,251.780
5961,3,11.254,3.751,70.472,251.143
5962,3,11.289,3.763,70.696,249.594
5963,1,15.252,15.252,95.512,255.000
5964,1,15.248,15.248,95.484,255.000
5965,1,15.233,15.233,95.393,255.000
5966,1,15.241,15.241,95.442,255.000
5967,3,12.314,4.105,77.115,251.863
5968,6,10.614,1.769,66.468,253.390
5969,8,10.624,1.328,66.528,253.648
5970,9,10.233,1.137,64.081,254.363
5971,8,10.447,1.306,65.423,254.699
5972,9,10.134,1.126,63.464,255.000
5973,9,10.144,1.127,63.522,254.824
5974,10,9.779,0.978,61.236,254.676
5975,7,10.428,1.490,65.304,252.648
5976,6,10.255,1.709,64.218,254.375
5977,13,8.018,0.617,50.212,255.000
5978,13,7.968,0.613,49.897,255.000
5979,12,8.175,0.681,51.192,255.000
5980,16,7.673,0.480,48.050,255.000
5981,15,7.527,0.502,47.137,255.000
5982,14,6.893,0.492,43.169,255.000
5983,14,7.358,0.526,46.075,255.000
5984,14,7.416,0.530,46.442,255.000
5985,15,7.524,0.502,47.115,255.000
5986,13,7.576,0.583,47.444,255.000
5987,13,7.308,0.562,45.766,255.000
5988,13,7.258,0.558,45.448,255.000
5989,13,7.053,0.543,44.171,255.000
5990,13,7.274,0.560,45.554,255.000
5991,13,7.508,0.578,47.016,255.000
5992,13,7.558,0.581,47.329,255.000
5993,13,7.533,0.579,47.173,255.000
5994,11,7.707,0.701,48.262,253.084
5995,10,7.376,0.738,46.192,254.958
5996,12,7.674,0.640,48.060,254.900
5997,13,7.528,0.579,47.145,255.000
5998,13,7.278,0.560,45.575,255.000
5999,13,7.398,0.569,46.329,255.000
6000,15,7.686,0.512,48.129,255.000
6001,12,7.518,0.627,47.081,255.000
6002,14,7.520,0.537,47.089,255.000
6003,14,7.747,0.553,48.512,255.000
6004,13,7.790,0.599,48.784,255.000
6005,14,7.743,0.553,48.488,255.000
6006,14,7.806,0.558,48.881,255.000
6007,15,7.703,0.514,48.240,255.000
6008,14,7.715,0.551,48.313,255.000
6009,15,7.502,0.500,46.980,255.000
6010,15,7.336,0.489,45.938,255.000
6011,16,7.422,0.464,46.480,255.000
6012,16,7.159,0.447,44.829,255.000
6013,16,6.990,0.437,43.772,255.000
6014,13,6.843,0.526,42.855,255.000
6015,13,7.152,0.550,44.788,255.000
6016,13,6.677,0.514,41.813,255.000
6017,13,6.350,0.488,39.768,255.000
6018,13,6.282,0.483,39.341,255.000
6019,13,5.986,0.460,37.486,255.000
6020,13,5.749,0.442,36.002,255.000
6021,10,5.504,0.550,34.470,255.000
6022,11,5.548,0.504,34.740,255.000
6023,12,5.611,0.468,35.137,255.000
6024,12,5.751,0.479,36.016,255.000
6025,12,5.631,0.469,35.262,255.000
6026,13,5.586,0.430,34.980,255.000
6027,12,5.600,0.467,35.069,255.000
6028,12,5.662,0.472,35.456,255.000
6029,12,5.587,0.466,34.990,255.000
6030,13,5.600,0.431,35.065,255.000
6031,15,5.661,0.377,35.452,254.864
6032,15,5.627,0.375,35.236,255.000
6033,16,5.679,0.355,35.563,255.000
6034,15,5.223,0.348,32.710,255.000
6035,14,5.107,0.365,31.982,255.000
6036,15,4.965,0.331,31.091,255.000
6037,18,4.992,0.277,31.262,255.000
6038,14,4.899,0.350,30.681,255.000
6039,15,5.149,0.343,32.244,255.000
6040,13,4.977,0.383,31.165,255.000
6041,13,4.880,0.375,30.560,255.000
6042,14,4.994,0.357,31.274,255.000
6043,14,5.383,0.385,33.710,255.000
6044,13,5.771,0.444,36.141,255.000
6045,14,5.960,0.426,37.325,255.000
6046,16,6.292,0.393,39.405,255.000
6047,13,6.560,0.505,41.081,255.000
6048,13,6.305,0.485,39.486,255.000
6049,12,6.500,0.542,40.706,255.000
6050,15,6.194,0.413,38.786,254.874
6051,13,6.346,0.488,39.738,254.792
6052,13,6.081,0.468,38.081,254.765
6053,13,5.770,0.444,36.131,254.683
6054,14,5.752,0.411,36.018,254.741
6055,15,5.576,0.372,34.921,255.000
6056,13,5.621,0.432,35.202,255.000
6057,13,5.608,0.431,35.117,255.000
6058,12,5.831,0.486,36.514,255.000
6059,13,6.004,0.462,37.597,255.000
6060,15,6.594,0.440,41.294,255.000
6061,14,6.361,0.454,39.833,255.000
6062,16,6.132,0.383,38.399,255.000
6063,15,6.134,0.409,38.413,255.000
6064,15,6.199,0.413,38.819,255.000
6065,16,6.287,0.393,39.371,255.000
6066,15,6.260,0.417,39.202,255.000
6067,14,6.945,0.496,43.494,254.861
6068,10,7.430,0.743,46.530,255.000
6069,12,7.336,0.611,45.942,255.000
6070,13,7.016,0.540,43.938,255.000
6071,15,6.883,0.459,43.103,255.000
6072,12,6.983,0.582,43.726,254.397
6073,12,6.718,0.560,42.069,255.000
6074,11,6.824,0.620,42.734,255.000
6075,11,6.890,0.626,43.149,255.000
6076,10,6.944,0.694,43.484,255.000
6077,13,6.950,0.535,43.524,255.000
6078,9,7.261,0.807,45.470,255.000
6079,13,7.303,0.562,45.736,255.000
6080,12,7.216,0.601,45.190,255.000
6081,12,7.076,0.590,44.312,255.000
6082,13,7.018,0.540,43.950,254.634
6083,13,6.981,0.537,43.714,254.670
6084,12,7.020,0.585,43.960,255.000
6085,13,6.911,0.532,43.276,255.000
6086,12,7.039,0.587,44.079,255.000
6087,12,7.098,0.591,44.446,255.000
6088,11,7.239,0.658,45.329,253.403
6089,9,7.111,0.790,44.534,255.000
6090,10,7.205,0.720,45.119,255.000
6091,11,7.532,0.685,47.165,254.833
6092,12,6.422,0.535,40.218,255.000
6093,12,6.648,0.554,41.629,255.000
6094,12,6.525,0.544,40.859,255.000
6095,15,6.693,0.446,41.911,255.000
6096,14,4.842,0.346,30.319,255.000
6097,13,4.856,0.374,30.409,255.000
6098,13,5.877,0.452,36.806,255.000
6099,15,6.325,0.422,39.607,255.000
6100,18,5.924,0.329,37.095,255.000
6101,17,4.264,0.251,26.702,255.000
6102,20,6.138,0.307,38.440,255.000
6103,13,4.705,0.362,29.466,255.000
6104,15,4.896,0.326,30.659,255.000
6105,16,4.380,0.274,27.431,255.000
6106,14,4.828,0.345,30.234,255.000
6107,12,4.762,0.397,29.823,254.152
6108,12,4.787,0.399,29.978,255.000
6109,13,4.864,0.374,30.460,255.000
6110,14,6.277,0.448,39.306,255.000
6111,15,7.732,0.515,48.417,254.904
6112,13,7.538,0.580,47.204,255.000
6113,12,7.572,0.631,47.421,255.000
6114,13,7.692,0.592,48.169,255.000
6115,12,7.533,0.628,47.171,255.000
6116,16,7.191,0.449,45.030,255.000
6117,13,7.016,0.540,43.935,255.000
6118,14,6.926,0.495,43.375,255.000
6119,15,7.054,0.470,44.175,255.000
6120,16,7.215,0.451,45.185,255.000
6121,15,7.477,0.498,46.821,255.000
6122,12,7.737,0.645,48.448,255.000
6123,13,7.740,0.595,48.470,255.000
6124,11,7.655,0.696,47.940,255.000
6125,14,7.592,0.542,47.546,255.000
6126,13,7.400,0.569,46.343,255.000
6127,15,7.023,0.468,43.978,255.000
6128,17,6.931,0.408,43.405,254.882
6129,14,7.089,0.506,44.391,254.620
6130,14,7.187,0.513,45.004,253.773
6131,14,7.104,0.507,44.484,253.522
6132,15,7.420,0.495,46.466,253.802
6133,12,7.447,0.621,46.635,253.634
6134,12,7.608,0.634,47.641,254.474
6135,12,7.464,0.622,46.742,254.910
6136,13,7.280,0.560,45.589,254.870
6137,15,7.184,0.479,44.990,255.000
6138,16,6.231,0.389,39.020,255.000
6139,14,4.560,0.326,28.558,254.798
6140,13,4.413,0.339,27.637,255.000
6141,12,4.647,0.387,29.101,255.000
6142,14,4.651,0.332,29.123,255.000
6143,16,4.895,0.306,30.653,254.763
6144,15,4.371,0.291,27.371,254.816
6145,15,4.349,0.290,27.236,254.174
6146,14,6.331,0.452,39.647,254.455
6147,15,6.353,0.424,39.786,254.024
6148,17,6.184,0.364,38.728,255.000
6149,17,6.189,0.364,38.756,255.000
6150,14,7.329,0.524,45.899,255.000
6151,14,7.476,0.534,46.819,254.520
6152,13,7.369,0.567,46.147,254.811
6153,15,7.525,0.502,47.121,255.000
6154,15,7.594,0.506,47.556,255.000
6155,9,8.398,0.933,52.587,254.088
6156,9,9.237,1.026,57.845,254.414
6157,7,9.634,1.376,60.333,254.563
6158,10,9.243,0.924,57.881,254.416
6159,8,9.287,1.161,58.155,254.897
6160,9,8.981,0.998,56.240,255.000
6161,9,8.648,0.961,54.153,255.000
6162,9,8.380,0.931,52.476,255.000
6163,10,8.294,0.829,51.940,254.282
6164,10,8.367,0.837,52.399,254.206
6165,11,8.243,0.749,51.619,254.438
6166,10,8.515,0.852,53.323,254.568
6167,9,8.687,0.965,54.403,254.758
6168,11,8.565,0.779,53.633,254.701
6169,11,8.487,0.772,53.147,255.000
6170,14,8.584,0.613,53.752,255.000
6171,11,8.161,0.742,51.107,255.000
6172,9,8.571,0.952,53.671,255.000
6173,9,8.537,0.949,53.460,255.000
6174,10,8.605,0.861,53.887,255.000
6175,8,8.687,1.086,54.401,255.000
6176,7,9.596,1.371,60.091,252.009
6177,7,9.435,1.348,59.085,254.645
6178,7,9.592,1.370,60.065,254.706
6179,6,9.572,1.595,59.942,255.000
6180,8,9.233,1.154,57.819,254.538
6181,7,9.170,1.310,57.427,254.760
6182,7,8.968,1.281,56.157,254.860
6183,8,9.744,1.218,61.020,250.026
6184,6,9.930,1.655,62.187,249.548
6185,8,9.043,1.130,56.631,254.723
6186,9,8.821,0.980,55.242,253.951
6187,9,8.351,0.928,52.296,253.674
6188,11,8.054,0.732,50.435,254.119
6189,11,7.764,0.706,48.623,255.000
6190,6,8.379,1.397,52.474,255.000
6191,7,8.441,1.206,52.857,254.736
6192,9,8.092,0.899,50.673,254.719
6193,12,7.801,0.650,48.853,255.000
6194,12,8.042,0.670,50.359,253.751
6195,13,8.022,0.617,50.234,255.000
6196,13,8.193,0.630,51.304,255.000
6197,13,8.150,0.627,51.036,255.000
6198,11,8.144,0.740,50.998,254.705
6199,11,8.265,0.751,51.758,254.650
6200,11,8.223,0.748,51.492,254.568
6201,11,8.252,0.750,51.679,254.622
6202,11,7.563,0.688,47.359,254.470
6203,11,7.640,0.695,47.845,254.414
6204,12,7.491,0.624,46.911,254.542
6205,14,7.138,0.510,44.698,254.904
6206,14,7.093,0.507,44.419,255.000
6207,13,7.163,0.551,44.859,254.955
6208,13,7.104,0.546,44.488,255.000
6209,15,7.052,0.470,44.163,255.000
6210,14,7.458,0.533,46.702,255.000
6211,13,7.548,0.581,47.266,255.000
6212,12,7.710,0.642,48.282,254.425
6213,11,7.573,0.688,47.423,254.993
6214,9,7.923,0.880,49.615,253.734
6215,9,7.749,0.861,48.526,254.990
6216,8,7.863,0.983,49.238,254.272
6217,9,7.864,0.874,49.244,253.075
6218,9,7.870,0.874,49.282,252.915
6219,9,8.089,0.899,50.657,253.793
6220,7,8.603,1.229,53.871,253.132
6221,7,8.584,1.226,53.758,253.089
6222,11,7.022,0.638,43.972,254.872
6223,10,6.778,0.678,42.446,255.000
6224,16,5.166,0.323,32.353,255.000
6225,15,4.932,0.329,30.883,255.000
6226,16,4.947,0.309,30.980,255.000
6227,17,4.476,0.263,28.028,254.746
6228,17,5.530,0.325,34.631,255.000
6229,15,6.059,0.404,37.942,255.000
6230,13,6.821,0.525,42.712,255.000
6231,13,7.003,0.539,43.857,255.000
6232,12,6.955,0.580,43.552,254.814
6233,14,6.797,0.486,42.565,255.000
6234,13,6.686,0.514,41.867,255.000
6235,13,6.844,0.526,42.859,255.000
6236,12,6.747,0.562,42.250,254.455
6237,10,6.842,0.684,42.849,254.407
6238,12,7.129,0.594,44.645,254.487
6239,11,7.450,0.677,46.655,254.685
6240,12,7.347,0.612,46.010,255.000
6241,12,7.208,0.601,45.139,255.000
6242,13,7.084,0.545,44.359,255.000
6243,14,6.949,0.496,43.518,255.000
6244,13,6.908,0.531,43.258,252.411
6245,13,7.036,0.541,44.060,252.734
6246,12,7.676,0.640,48.067,254.821
6247,10,8.105,0.811,50.758,254.854
6248,10,8.040,0.804,50.347,255.000
6249,10,7.873,0.787,49.300,255.000
6250,11,7.866,0.715,49.260,255.000
6251,12,7.755,0.646,48.562,255.000
6252,12,7.543,0.629,47.234,255.000
6253,11,7.956,0.723,49.825,255.000
6254,10,7.713,0.771,48.300,254.845
6255,9,7.648,0.850,47.891,254.770
6256,10,7.700,0.770,48.218,255.000
6257,11,7.797,0.709,48.827,254.839
6258,9,7.421,0.825,46.470,254.716
6259,13,7.088,0.545,44.385,254.855
6260,11,6.798,0.618,42.571,255.000
6261,12,6.570,0.547,41.141,255.000
6262,14,6.669,0.476,41.766,255.000
6263,11,6.777,0.616,42.438,255.000
6264,12,6.901,0.575,43.216,255.000
6265,12,6.959,0.580,43.577,255.000
6266,12,6.939,0.578,43.456,255.000
6267,12,7.223,0.602,45.232,254.668
6268,13,6.996,0.538,43.808,254.824
6269,13,7.134,0.549,44.677,254.620
6270,13,7.088,0.545,44.389,254.345
6271,15,7.166,0.478,44.877,254.289
6272,14,6.953,0.497,43.544,254.871
6273,16,6.542,0.409,40.970,255.000
6274,13,6.421,0.494,40.210,255.000
6275,12,6.469,0.539,40.508,254.853
6276,11,6.487,0.590,40.623,255.000
6277,10,6.952,0.695,43.534,255.000
6278,12,7.075,0.590,44.304,255.000
6279,11,6.864,0.624,42.986,255.000
6280,12,6.928,0.577,43.385,253.779
6281,11,7.105,0.646,44.490,253.915
6282,11,7.427,0.675,46.508,254.399
6283,12,7.442,0.620,46.601,254.657
6284,10,7.636,0.764,47.815,254.615
6285,9,7.896,0.877,49.444,254.205
6286,11,7.631,0.694,47.788,254.857
6287,13,7.578,0.583,47.458,254.590
6288,13,7.385,0.568,46.244,254.607
6289,14,7.238,0.517,45.323,255.000
6290,13,7.195,0.553,45.060,255.000
6291,14,7.461,0.533,46.720,255.000
6292,10,7.914,0.791,49.560,253.855
6293,12,8.333,0.694,52.183,254.272
6294,11,8.541,0.776,53.486,253.414
6295,10,8.729,0.873,54.665,253.529
6296,11,8.461,0.769,52.984,255.000
6297,8,8.844,1.106,55.385,254.301
6298,12,8.137,0.678,50.956,254.859
6299,13,7.753,0.596,48.552,254.746
6300,13,7.541,0.580,47.222,254.717
6301,13,7.667,0.590,48.010,254.723
6302,12,7.674,0.639,48.054,254.847
6303,11,7.812,0.710,48.923,255.000
6304,12,7.641,0.637,47.847,254.971
6305,13,7.431,0.572,46.532,255.000
6306,11,7.614,0.692,47.679,255.000
6307,12,8.103,0.675,50.746,253.135
6308,12,7.957,0.663,49.829,255.000
6309,9,8.334,0.926,52.187,254.666
6310,10,8.611,0.861,53.927,252.992
6311,10,8.724,0.872,54.633,253.475
6312,11,8.690,0.790,54.421,253.463
6313,12,8.720,0.727,54.605,253.552
6314,13,8.692,0.669,54.433,253.866
6315,13,8.187,0.630,51.268,254.886
6316,13,7.618,0.586,47.706,255.000
6317,13,7.039,0.541,44.079,255.000
6318,11,6.967,0.633,43.629,254.168
6319,13,6.562,0.505,41.095,254.732
6320,10,6.182,0.618,38.710,254.567
6321,11,6.442,0.586,40.343,254.700
6322,9,6.805,0.756,42.617,254.815
6323,11,7.154,0.650,44.798,254.852
6324,11,7.547,0.686,47.262,254.599
6325,14,7.598,0.543,47.579,254.668
6326,11,7.963,0.724,49.869,254.856
6327,12,8.232,0.686,51.548,255.000
6328,9,8.489,0.943,53.163,254.881
6329,10,8.238,0.824,51.585,255.000
6330,11,8.205,0.746,51.383,254.955
6331,9,8.203,0.911,51.369,254.285
6332,9,7.945,0.883,49.756,253.293
6333,10,8.029,0.803,50.280,253.514
6334,10,7.752,0.775,48.548,253.190
6335,9,7.635,0.848,47.813,253.068
6336,10,7.736,0.774,48.442,253.393
6337,10,7.445,0.744,46.621,253.398
6338,11,7.286,0.662,45.629,254.300
6339,13,6.746,0.519,42.242,254.315
6340,15,6.739,0.449,42.198,255.000
6341,15,6.743,0.450,42.226,254.849
6342,15,6.982,0.465,43.720,254.627
6343,13,7.060,0.543,44.208,254.568
6344,12,7.370,0.614,46.153,253.929
6345,10,7.568,0.757,47.393,254.014
6346,13,7.024,0.540,43.988,254.013
6347,16,6.988,0.437,43.762,254.402
6348,13,6.785,0.522,42.492,255.000
6349,13,7.167,0.551,44.883,254.541
6350,11,7.502,0.682,46.978,255.000
6351,12,7.649,0.637,47.899,255.000
6352,10,7.564,0.756,47.367,255.000
6353,11,8.169,0.743,51.157,253.365
6354,10,8.529,0.853,53.409,251.633
6355,9,8.313,0.924,52.060,253.265
6356,9,8.497,0.944,53.212,252.494
6357,12,7.831,0.653,49.040,255.000
6358,12,7.744,0.645,48.492,254.974
6359,12,7.532,0.628,47.169,254.788
6360,13,7.294,0.561,45.677,254.761
6361,14,7.126,0.509,44.625,254.002
6362,15,7.037,0.469,44.067,254.266
6363,17,6.974,0.410,43.675,254.204
6364,17,6.832,0.402,42.784,255.000
6365,14,7.803,0.557,48.865,254.013
6366,11,7.851,0.714,49.163,254.055
6367,11,7.828,0.712,49.020,254.168
6368,10,7.798,0.780,48.835,254.440
6369,11,7.802,0.709,48.859,254.782
6370,11,7.670,0.697,48.034,255.000
6371,13,7.604,0.585,47.617,254.905
6372,11,7.323,0.666,45.861,254.590
6373,11,7.151,0.650,44.782,252.947
6374,10,6.916,0.692,43.312,254.428
6375,10,6.707,0.671,42.002,255.000
6376,9,6.559,0.729,41.073,255.000
6377,11,6.677,0.607,41.815,254.888
6378,12,6.394,0.533,40.040,255.000
6379,14,6.312,0.451,39.530,255.000
6380,15,6.434,0.429,40.292,254.606
6381,13,6.757,0.520,42.315,253.888
6382,13,6.484,0.499,40.605,254.864
6383,11,6.161,0.560,38.581,255.000
6384,12,6.253,0.521,39.159,255.000
6385,9,6.197,0.689,38.808,255.000
6386,10,6.869,0.687,43.014,255.000
6387,11,6.882,0.626,43.097,254.975
6388,12,7.618,0.635,47.704,252.888
6389,12,7.085,0.590,44.365,253.998
6390,6,8.695,1.449,54.452,254.135
6391,6,9.412,1.569,58.940,252.931
6392,6,9.132,1.522,57.185,253.753
6393,7,9.282,1.326,58.123,253.274
6394,6,9.165,1.527,57.393,253.057
6395,7,9.194,1.313,57.573,253.438
6396,7,9.352,1.336,58.562,253.095
6397,5,9.627,1.925,60.286,253.001
6398,4,10.533,2.633,65.962,251.005
6399,5,10.642,2.128,66.641,251.552
6400,5,10.768,2.154,67.433,252.070
6401,6,10.659,1.777,66.750,253.722
6402,6,10.669,1.778,66.813,253.672
6403,4,10.618,2.654,66.492,253.327
6404,4,11.445,2.861,71.671,247.227
6405,4,11.614,2.904,72.730,249.705
6406,3,11.796,3.932,73.869,250.239
6407,5,11.790,2.358,73.833,252.427
6408,6,11.685,1.948,73.175,252.752
6409,5,11.600,2.320,72.639,252.170
6410,5,11.436,2.287,71.617,251.872
6411,4,11.115,2.779,69.603,250.709
6412,4,10.978,2.744,68.744,251.617
6413,4,10.867,2.717,68.052,251.969
6414,4,10.598,2.649,66.367,253.027
6415,5,10.688,2.138,66.933,252.941
6416,4,10.830,2.708,67.821,251.756
6417,6,9.739,1.623,60.988,252.998
6418,6,8.772,1.462,54.931,253.358
6419,3,8.658,2.886,54.218,251.343
6420,4,8.847,2.212,55.403,251.522
6421,5,8.519,1.704,53.349,253.022
6422,5,8.545,1.709,53.510,252.811
6423,5,8.554,1.711,53.569,253.074
6424,2,8.531,4.265,53.423,252.227
6425,4,8.466,2.117,53.018,250.912
6426,6,8.335,1.389,52.196,251.194
6427,10,7.694,0.769,48.181,253.786
6428,10,7.495,0.749,46.935,254.519
6429,10,7.623,0.762,47.734,254.074
6430,11,7.937,0.722,49.706,254.870
6431,11,8.467,0.770,53.020,251.957
6432,12,8.510,0.709,53.292,253.721
6433,12,8.426,0.702,52.766,252.906
6434,11,8.114,0.738,50.813,253.277
6435,7,8.246,1.178,51.639,253.730
6436,6,9.099,1.516,56.978,252.668
6437,6,9.706,1.618,60.784,250.471
6438,5,8.806,1.761,55.145,251.695
6439,7,8.511,1.216,53.296,253.379
6440,6,8.317,1.386,52.081,254.551
6441,7,8.289,1.184,51.905,253.857
6442,6,8.211,1.369,51.421,254.335
6443,7,8.029,1.147,50.278,254.390
6444,9,7.988,0.888,50.020,254.535
6445,11,7.609,0.692,47.651,254.821
6446,12,6.440,0.537,40.329,254.792
6447,11,6.357,0.578,39.808,254.833
6448,10,6.172,0.617,38.649,255.000
6449,9,7.174,0.797,44.923,254.867
6450,8,7.469,0.934,46.770,252.646
6451,9,7.282,0.809,45.603,253.006
6452,11,6.745,0.613,42.236,253.160
6453,13,6.646,0.511,41.617,253.231
6454,12,6.773,0.564,42.413,252.060
6455,9,7.432,0.826,46.540,255.000
6456,10,6.515,0.652,40.800,254.928
6457,10,6.416,0.642,40.181,254.877
6458,11,6.349,0.577,39.756,253.820
6459,12,6.170,0.514,38.641,254.084
6460,13,6.485,0.499,40.611,254.493
6461,12,7.494,0.625,46.931,255.000
6462,12,7.737,0.645,48.450,255.000
6463,11,8.065,0.733,50.502,254.241
6464,12,8.007,0.667,50.143,254.562
6465,14,8.216,0.587,51.450,254.091
6466,12,8.379,0.698,52.470,254.024
6467,12,8.006,0.667,50.135,254.427
6468,16,7.868,0.492,49.274,254.623
6469,12,8.164,0.680,51.127,254.230
6470,13,6.432,0.495,40.282,254.670
6471,11,7.206,0.655,45.127,251.947
6472,7,8.887,1.270,55.655,247.959
6473,8,7.508,0.938,47.016,254.612
6474,9,7.987,0.887,50.018,254.588
6475,9,7.906,0.878,49.512,255.000
6476,12,8.014,0.668,50.187,255.000
6477,9,8.593,0.955,53.813,253.208
6478,5,10.835,2.167,67.851,247.905
6479,5,9.705,1.941,60.778,253.849
6480,5,9.630,1.926,60.306,253.625
6481,6,9.174,1.529,57.450,254.601
6482,5,9.099,1.820,56.982,253.305
6483,5,8.674,1.735,54.321,253.504
6484,13,8.042,0.619,50.361,254.942
6485,13,7.864,0.605,49.248,255.000
6486,9,8.588,0.954,53.780,254.005
6487,9,9.110,1.012,57.048,253.449
6488,9,9.092,1.010,56.935,253.685
6489,8,8.920,1.115,55.857,254.115
6490,11,8.734,0.794,54.692,254.106
6491,8,9.016,1.127,56.458,253.461
6492,9,9.133,1.015,57.190,253.383
6493,7,9.385,1.341,58.772,252.229
6494,7,9.349,1.336,58.548,251.819
6495,9,9.353,1.039,58.573,251.221
6496,11,8.997,0.818,56.341,252.519
6497,9,9.213,1.024,57.692,253.013
6498,10,9.206,0.921,57.651,253.689
6499,7,9.565,1.366,59.899,253.318
6500,6,9.548,1.591,59.790,252.856
6501,7,9.768,1.395,61.173,252.809
6502,8,10.401,1.300,65.133,251.698
6503,8,10.118,1.265,63.361,253.458
6504,5,10.989,2.198,68.815,249.083
6505,5,11.149,2.230,69.815,248.874
6506,4,11.064,2.766,69.286,247.739
6507,5,11.162,2.232,69.897,248.043
6508,6,10.746,1.791,67.292,248.749
6509,6,10.986,1.831,68.798,250.377
6510,5,10.633,2.127,66.583,250.626
6511,6,9.378,1.563,58.728,253.621
6512,7,9.701,1.386,60.752,253.724
6513,6,10.481,1.747,65.637,252.041
6514,8,10.005,1.251,62.657,250.958
6515,13,6.153,0.473,38.532,254.077
6516,13,6.290,0.484,39.391,253.556
6517,17,3.648,0.215,22.845,254.657
6518,20,3.637,0.182,22.774,255.000
6519,17,3.534,0.208,22.133,255.000
6520,16,3.622,0.226,22.681,255.000
6521,17,3.980,0.234,24.921,255.000
6522,19,3.996,0.210,25.026,255.000
6523,19,4.262,0.224,26.688,254.672
6524,12,7.126,0.594,44.627,254.918
6525,8,8.944,1.118,56.010,254.473
6526,15,6.668,0.445,41.756,254.420
6527,16,3.107,0.194,19.454,255.000
6528,17,6.275,0.369,39.298,254.547
6529,11,7.964,0.724,49.871,254.533
6530,10,7.472,0.747,46.790,254.605
6531,8,7.372,0.921,46.165,254.629
6532,13,5.586,0.430,34.982,255.000
6533,15,4.872,0.325,30.508,254.966
6534,16,5.149,0.322,32.244,255.000
6535,18,3.207,0.178,20.085,255.000
6536,20,2.959,0.148,18.530,255.000
6537,21,3.239,0.154,20.286,255.000
6538,18,3.064,0.170,19.187,255.000
6539,17,3.231,0.190,20.230,255.000
6540,15,3.023,0.202,18.933,255.000
6541,16,3.371,0.211,21.107,255.000
6542,15,2.142,0.143,13.411,255.000
6543,16,1.933,0.121,12.107,255.000
6544,16,3.276,0.205,20.518,255.000
