Slice,Count,Total Area,Average Size,%Area,Mean
13732,14,6.634,0.474,41.544,255.000
13733,13,6.677,0.514,41.813,255.000
13734,12,7.015,0.585,43.931,255.000
13735,14,5.652,0.404,35.397,255.000
13736,15,4.867,0.324,30.478,255.000
13737,14,4.689,0.335,29.365,255.000
13738,14,4.829,0.345,30.238,255.000
13739,14,4.880,0.349,30.562,255.000
13740,14,4.960,0.354,31.062,255.000
13741,16,5.299,0.331,33.185,255.000
13742,15,5.053,0.337,31.641,255.000
13743,15,4.844,0.323,30.335,255.000
13744,17,4.563,0.268,28.575,255.000
13745,13,5.947,0.457,37.240,255.000
13746,14,5.681,0.406,35.575,255.000
13747,14,5.592,0.399,35.016,255.000
13748,13,5.641,0.434,35.325,255.000
13749,14,4.917,0.351,30.794,255.000
13750,16,4.908,0.307,30.734,255.000
13751,17,5.195,0.306,32.532,255.000
13752,14,5.677,0.405,35.550,255.000
13753,15,5.908,0.394,36.996,255.000
13754,14,5.688,0.406,35.617,255.000
13755,12,6.057,0.505,37.933,255.000
13756,13,5.894,0.453,36.907,255.000
13757,13,5.864,0.451,36.720,255.000
13758,13,5.792,0.446,36.270,255.000
13759,14,5.609,0.401,35.123,255.000
13760,15,5.952,0.397,37.276,255.000
13761,14,6.027,0.430,37.742,255.000
13762,14,5.944,0.425,37.222,255.000
13763,13,6.086,0.468,38.115,255.000
13764,13,6.245,0.480,39.105,255.000
13765,14,6.018,0.430,37.688,255.000
13766,12,6.552,0.546,41.028,255.000
13767,13,6.478,0.498,40.565,255.000
13768,14,6.627,0.473,41.498,255.000
13769,13,6.738,0.518,42.192,255.000
13770,13,6.925,0.533,43.365,255.000
13771,12,7.026,0.586,44.000,255.000
13772,13,6.823,0.525,42.726,255.000
13773,12,6.662,0.555,41.716,254.751
13774,12,6.592,0.549,41.284,254.375
13775,15,6.810,0.454,42.649,254.352
13776,14,6.661,0.476,41.712,255.000
13777,15,6.738,0.449,42.194,255.000
13778,13,6.415,0.493,40.175,255.000
13779,13,6.207,0.477,38.869,255.000
13780,12,6.443,0.537,40.345,255.000
13781,13,6.403,0.493,40.099,255.000
13782,15,6.975,0.465,43.677,255.000
13783,14,6.858,0.490,42.948,255.000
13784,14,6.850,0.489,42.899,255.000
13785,15,7.009,0.467,43.891,255.000
13786,13,6.887,0.530,43.131,255.000
13787,13,6.786,0.522,42.496,255.000
13788,13,6.809,0.524,42.637,254.661
13789,14,6.883,0.492,43.103,254.463
13790,13,6.514,0.501,40.794,255.000
13791,14,6.644,0.475,41.603,255.000
13792,14,6.477,0.463,40.558,255.000
13793,14,6.276,0.448,39.300,255.000
13794,14,6.201,0.443,38.831,255.000
13795,14,6.306,0.450,39.490,255.000
13796,12,6.314,0.526,39.538,255.000
13797,13,6.345,0.488,39.736,255.000
13798,13,6.314,0.486,39.542,255.000
13799,13,6.486,0.499,40.615,255.000
13800,14,6.472,0.462,40.532,255.000
13801,14,6.473,0.462,40.538,255.000
13802,15,6.546,0.436,40.990,254.865
13803,16,6.204,0.388,38.849,255.000
13804,17,6.095,0.359,38.169,255.000
13805,18,6.284,0.349,39.351,255.000
13806,19,6.530,0.344,40.893,255.000
13807,17,6.676,0.393,41.810,255.000
13808,12,7.044,0.587,44.113,254.571
13809,11,7.339,0.667,45.956,255.000
13810,12,7.321,0.610,45.847,254.688
13811,14,7.219,0.516,45.206,255.000
13812,12,6.975,0.581,43.681,255.000
13813,12,7.374,0.615,46.181,255.000
13814,12,7.436,0.620,46.567,255.000
13815,12,7.259,0.605,45.456,254.451
13816,11,7.286,0.662,45.625,254.150
13817,12,7.428,0.619,46.514,254.233
13818,12,7.412,0.618,46.413,254.360
13819,12,7.153,0.596,44.794,254.404
13820,12,7.242,0.604,45.353,254.510
13821,12,7.331,0.611,45.907,255.000
13822,12,7.135,0.595,44.679,255.000
13823,12,7.143,0.595,44.734,255.000
13824,14,7.208,0.515,45.137,255.000
13825,14,7.162,0.512,44.849,255.000
13826,16,6.928,0.433,43.385,255.000
13827,13,6.940,0.534,43.460,255.000
13828,12,7.287,0.607,45.633,255.000
13829,12,7.619,0.635,47.710,255.000
13830,14,7.942,0.567,49.736,255.000
13831,13,8.123,0.625,50.867,254.771
13832,12,8.334,0.694,52.188,254.838
13833,10,8.457,0.846,52.960,254.898
13834,12,8.284,0.690,51.877,254.907
13835,12,8.321,0.693,52.111,254.903
13836,12,8.306,0.692,52.012,255.000
13837,11,8.369,0.761,52.409,255.000
13838,10,8.723,0.872,54.625,253.793
13839,11,7.860,0.715,49.220,255.000
13840,13,7.973,0.613,49.927,255.000
13841,14,7.803,0.557,48.863,254.943
13842,13,7.904,0.608,49.498,255.000
13843,12,8.039,0.670,50.345,255.000
13844,12,8.290,0.691,51.917,254.086
13845,14,8.153,0.582,51.058,254.692
13846,13,7.754,0.596,48.556,255.000
13847,12,7.600,0.633,47.595,255.000
13848,12,7.620,0.635,47.716,255.000
13849,13,7.605,0.585,47.623,255.000
13850,14,7.534,0.538,47.179,255.000
13851,13,7.586,0.584,47.504,255.000
13852,13,7.830,0.602,49.036,255.000
13853,12,7.752,0.646,48.544,255.000
13854,12,7.813,0.651,48.925,255.000
13855,14,8.010,0.572,50.159,255.000
13856,13,8.237,0.634,51.579,255.000
13857,11,8.276,0.752,51.825,255.000
13858,12,8.049,0.671,50.403,254.439
13859,14,7.714,0.551,48.308,255.000
13860,12,7.887,0.657,49.389,255.000
13861,13,7.893,0.607,49.429,254.498
13862,12,8.019,0.668,50.216,254.256
13863,14,7.928,0.566,49.647,254.520
13864,15,7.800,0.520,48.847,254.586
13865,15,7.801,0.520,48.853,254.674
13866,14,7.639,0.546,47.839,255.000
13867,13,7.723,0.594,48.363,255.000
13868,13,7.641,0.588,47.847,255.000
13869,13,7.716,0.594,48.317,255.000
13870,14,7.519,0.537,47.083,255.000
13871,12,7.556,0.630,47.315,255.000
13872,13,7.320,0.563,45.841,255.000
13873,12,7.218,0.602,45.202,255.000
13874,12,7.167,0.597,44.883,255.000
13875,15,7.314,0.488,45.802,255.000
13876,15,7.498,0.500,46.952,255.000
13877,13,7.671,0.590,48.040,255.000
13878,13,7.601,0.585,47.601,255.000
13879,12,7.586,0.632,47.504,255.000
13880,14,7.368,0.526,46.143,255.000
13881,14,7.310,0.522,45.780,255.000
13882,14,7.255,0.518,45.431,255.000
13883,15,7.041,0.469,44.089,255.000
13884,16,6.928,0.433,43.387,255.000
13885,15,6.933,0.462,43.415,255.000
13886,15,6.946,0.463,43.500,255.000
13887,13,6.955,0.535,43.556,255.000
13888,14,7.041,0.503,44.089,255.000
13889,15,7.149,0.477,44.772,255.000
13890,15,7.328,0.489,45.889,255.000
13891,16,7.303,0.456,45.730,255.000
13892,17,7.182,0.422,44.976,255.000
13893,16,7.066,0.442,44.250,254.754
13894,15,6.893,0.460,43.165,254.261
13895,14,6.670,0.476,41.772,255.000
13896,14,6.818,0.487,42.698,255.000
13897,13,6.648,0.511,41.629,255.000
13898,13,6.704,0.516,41.984,255.000
13899,13,6.737,0.518,42.190,254.303
13900,14,6.586,0.470,41.244,254.726
13901,15,6.495,0.433,40.671,255.000
13902,15,6.410,0.427,40.141,255.000
13903,17,6.264,0.368,39.228,254.720
13904,17,6.313,0.371,39.536,254.816
13905,15,6.522,0.435,40.841,255.000
13906,14,6.532,0.467,40.903,255.000
13907,16,6.443,0.403,40.349,255.000
13908,15,6.499,0.433,40.700,255.000
13909,16,6.676,0.417,41.808,255.000
13910,14,6.525,0.466,40.863,255.000
13911,13,6.323,0.486,39.593,254.624
13912,13,6.206,0.477,38.861,253.954
13913,12,6.428,0.536,40.252,253.599
13914,11,6.244,0.568,39.103,253.699
13915,13,6.510,0.501,40.766,253.856
13916,14,6.579,0.470,41.198,253.721
13917,14,6.597,0.471,41.312,253.766
13918,15,6.690,0.446,41.895,254.400
13919,14,6.319,0.451,39.573,255.000
13920,14,6.447,0.460,40.371,255.000
13921,14,6.256,0.447,39.177,255.000
13922,15,6.301,0.420,39.458,255.000
13923,14,6.205,0.443,38.857,255.000
13924,14,6.250,0.446,39.139,255.000
13925,14,6.060,0.433,37.948,255.000
13926,13,5.962,0.459,37.335,255.000
13927,13,5.504,0.423,34.470,255.000
13928,13,5.521,0.425,34.571,255.000
13929,14,5.129,0.366,32.119,255.000
13930,14,4.913,0.351,30.766,255.000
13931,16,4.960,0.310,31.063,255.000
13932,15,5.302,0.353,33.200,255.000
13933,13,5.354,0.412,33.530,255.000
13934,12,5.337,0.445,33.419,254.804
13935,12,5.517,0.460,34.546,255.000
13936,14,5.810,0.415,36.383,255.000
13937,13,5.706,0.439,35.730,255.000
13938,13,5.876,0.452,36.800,255.000
13939,12,5.922,0.494,37.085,255.000
13940,12,6.024,0.502,37.726,255.000
13941,12,6.224,0.519,38.978,255.000
13942,13,6.266,0.482,39.238,255.000
13943,13,6.289,0.484,39.383,255.000
13944,13,6.534,0.503,40.919,255.000
13945,14,6.688,0.478,41.879,254.752
13946,13,6.557,0.504,41.060,254.652
13947,10,6.754,0.675,42.294,254.470
13948,12,6.526,0.544,40.869,254.484
13949,13,6.481,0.499,40.583,254.236
13950,13,6.454,0.496,40.419,254.600
13951,13,6.469,0.498,40.512,254.274
13952,12,6.365,0.530,39.859,253.994
13953,13,6.511,0.501,40.774,254.116
13954,14,6.614,0.472,41.421,254.325
13955,13,6.644,0.511,41.603,254.525
13956,12,6.578,0.548,41.194,254.454
13957,13,6.499,0.500,40.698,254.731
13958,13,6.396,0.492,40.052,254.656
13959,12,6.370,0.531,39.891,254.362
13960,13,6.180,0.475,38.698,255.000
13961,12,6.232,0.519,39.028,255.000
13962,13,6.320,0.486,39.575,255.000
13963,13,6.056,0.466,37.927,255.000
13964,14,6.111,0.437,38.270,254.584
13965,15,6.055,0.404,37.917,254.610
13966,14,5.910,0.422,37.008,255.000
13967,12,6.027,0.502,37.740,254.398
13968,13,5.916,0.455,37.050,254.556
13969,14,5.795,0.414,36.290,254.698
13970,13,5.633,0.433,35.278,255.000
13971,14,5.545,0.396,34.722,254.291
13972,14,5.735,0.410,35.915,254.380
13973,14,5.687,0.406,35.613,254.522
13974,15,5.792,0.386,36.268,254.871
13975,14,6.176,0.441,38.673,255.000
13976,14,6.330,0.452,39.637,255.000
13977,14,6.726,0.480,42.119,255.000
13978,14,6.962,0.497,43.595,255.000
13979,13,7.117,0.547,44.565,255.000
13980,13,6.941,0.534,43.466,255.000
13981,13,6.827,0.525,42.750,255.000
13982,14,6.759,0.483,42.329,255.000
13983,14,6.801,0.486,42.587,254.729
13984,15,6.761,0.451,42.337,255.000
13985,14,6.817,0.487,42.692,254.539
13986,15,6.742,0.449,42.218,254.563
13987,15,6.794,0.453,42.544,254.616
13988,14,7.178,0.513,44.950,254.677
13989,13,6.951,0.535,43.526,255.000
13990,14,6.910,0.494,43.270,255.000
13991,13,6.754,0.520,42.298,255.000
13992,13,6.631,0.510,41.524,255.000
13993,15,6.810,0.454,42.647,255.000
13994,14,6.984,0.499,43.738,255.000
13995,15,7.129,0.475,44.643,255.000
13996,16,7.215,0.451,45.181,255.000
13997,14,7.562,0.540,47.355,255.000
13998,13,7.611,0.585,47.663,255.000
13999,15,7.461,0.497,46.722,255.000
14000,14,7.388,0.528,46.264,255.000
14001,14,7.322,0.523,45.849,255.000
14002,15,7.234,0.482,45.300,255.000
14003,15,7.287,0.486,45.633,255.000
14004,16,7.137,0.446,44.696,255.000
14005,13,7.045,0.542,44.117,255.000
14006,13,6.972,0.536,43.659,255.000
14007,15,7.305,0.487,45.748,255.000
14008,16,6.955,0.435,43.552,255.000
14009,13,6.780,0.522,42.460,255.000
14010,13,6.682,0.514,41.847,255.000
14011,15,6.716,0.448,42.060,255.000
14012,15,6.811,0.454,42.655,255.000
14013,14,6.981,0.499,43.714,255.000
14014,15,6.911,0.461,43.278,255.000
14015,15,6.809,0.454,42.639,255.000
14016,16,7.080,0.442,44.335,255.000
14017,15,7.390,0.493,46.278,255.000
14018,15,7.311,0.487,45.782,255.000
14019,14,7.213,0.515,45.173,255.000
14020,15,7.128,0.475,44.635,254.907
14021,14,7.644,0.546,47.867,255.000
14022,15,6.919,0.461,43.327,254.797
14023,14,6.829,0.488,42.762,254.659
14024,13,6.486,0.499,40.619,253.817
14025,14,6.463,0.462,40.472,255.000
14026,15,6.201,0.413,38.829,255.000
14027,13,6.053,0.466,37.907,255.000
14028,14,6.022,0.430,37.712,255.000
14029,15,6.315,0.421,39.548,254.410
14030,14,6.141,0.439,38.456,255.000
14031,13,6.042,0.465,37.837,254.223
14032,15,5.899,0.393,36.940,255.000
14033,14,5.792,0.414,36.274,255.000
14034,14,5.753,0.411,36.028,255.000
14035,16,5.750,0.359,36.006,254.628
14036,14,7.021,0.501,43.966,255.000
14037,14,6.986,0.499,43.750,255.000
14038,15,6.970,0.465,43.651,255.000
14039,15,7.589,0.506,47.522,255.000
14040,15,7.611,0.507,47.665,255.000
14041,15,7.700,0.513,48.218,255.000
14042,16,7.992,0.499,50.048,255.000
14043,16,8.201,0.513,51.359,255.000
14044,17,7.053,0.415,44.165,255.000
14045,19,6.949,0.366,43.516,254.656
14046,19,5.874,0.309,36.786,255.000
14047,21,5.624,0.268,35.216,255.000
14048,19,6.107,0.321,38.246,254.591
14049,16,6.324,0.395,39.605,254.785
14050,15,7.085,0.472,44.371,255.000
14051,15,6.074,0.405,38.034,255.000
14052,13,6.919,0.532,43.325,255.000
14053,12,6.943,0.579,43.476,255.000
14054,14,7.179,0.513,44.956,255.000
14055,13,7.012,0.539,43.913,255.000
14056,14,6.867,0.491,43.004,255.000
14057,14,6.980,0.499,43.710,255.000
14058,14,7.633,0.545,47.802,255.000
14059,15,7.529,0.502,47.149,254.631
14060,14,7.416,0.530,46.440,254.412
14061,14,7.340,0.524,45.966,254.122
14062,16,7.316,0.457,45.815,254.272
14063,15,7.418,0.495,46.452,254.344
14064,18,7.408,0.412,46.389,254.501
14065,17,7.378,0.434,46.202,254.570
14066,16,7.618,0.476,47.708,254.870
14067,16,7.797,0.487,48.829,255.000
14068,15,7.770,0.518,48.659,255.000
14069,15,7.874,0.525,49.312,255.000
14070,15,7.914,0.528,49.562,255.000
14071,14,7.403,0.529,46.361,255.000
14072,14,7.324,0.523,45.867,255.000
14073,15,7.256,0.484,45.438,255.000
14074,14,7.350,0.525,46.028,255.000
14075,15,7.454,0.497,46.677,255.000
14076,15,7.574,0.505,47.431,255.000
14077,14,7.589,0.542,47.524,255.000
14078,14,7.505,0.536,46.996,255.000
14079,15,7.403,0.494,46.361,255.000
14080,14,8.342,0.596,52.238,255.000
14081,15,8.256,0.550,51.702,255.000
14082,16,8.202,0.513,51.365,255.000
14083,15,8.139,0.543,50.966,255.000
14084,16,7.911,0.494,49.542,255.000
14085,16,7.831,0.489,49.040,255.000
14086,16,7.576,0.473,47.440,255.000
14087,15,7.558,0.504,47.327,255.000
14088,14,7.459,0.533,46.708,255.000
14089,14,7.416,0.530,46.438,255.000
14090,13,7.566,0.582,47.379,255.000
14091,14,7.666,0.548,48.008,255.000
14092,13,7.653,0.589,47.925,255.000
14093,12,7.806,0.650,48.881,255.000
14094,13,7.671,0.590,48.038,255.000
14095,16,7.418,0.464,46.454,255.000
14096,16,6.572,0.411,41.157,255.000
14097,17,6.669,0.392,41.766,255.000
14098,17,6.689,0.393,41.889,255.000
14099,18,6.760,0.376,42.333,255.000
14100,18,6.948,0.386,43.512,254.874
14101,18,6.695,0.372,41.923,254.832
14102,19,5.700,0.300,35.694,254.386
14103,21,5.988,0.285,37.500,255.000
14104,17,5.881,0.346,36.825,255.000
14105,17,5.562,0.327,34.833,255.000
14106,17,6.257,0.368,39.185,255.000
14107,18,6.292,0.350,39.405,255.000
14108,17,6.458,0.380,40.440,255.000
14109,17,5.825,0.343,36.480,255.000
14110,17,5.807,0.342,36.365,255.000
14111,17,6.563,0.386,41.099,254.435
14112,16,6.027,0.377,37.740,254.318
14113,16,6.251,0.391,39.147,254.458
14114,15,6.177,0.412,38.683,255.000
14115,17,6.086,0.358,38.109,255.000
14116,17,5.843,0.344,36.589,255.000
14117,16,5.612,0.351,35.145,255.000
14118,16,5.781,0.361,36.202,255.000
14119,14,5.638,0.403,35.306,255.000
14120,17,5.706,0.336,35.730,255.000
14121,16,5.958,0.372,37.308,255.000
14122,16,6.064,0.379,37.974,254.883
14123,17,6.282,0.370,39.341,254.736
14124,17,6.489,0.382,40.635,254.760
14125,18,6.610,0.367,41.395,254.766
14126,15,6.720,0.448,42.079,254.713
14127,15,6.672,0.445,41.782,254.771
14128,16,6.544,0.409,40.982,254.721
14129,14,6.265,0.448,39.234,254.341
14130,13,6.105,0.470,38.232,254.816
14131,14,6.012,0.429,37.647,254.830
14132,14,5.897,0.421,36.927,254.861
14133,14,5.853,0.418,36.651,255.000
14134,16,5.687,0.355,35.615,255.000
14135,16,5.430,0.339,34.004,255.000
14136,18,5.380,0.299,33.688,255.000
14137,17,5.391,0.317,33.760,255.000
14138,16,5.505,0.344,34.474,255.000
14139,17,5.923,0.348,37.093,255.000
14140,17,6.114,0.360,38.290,255.000
14141,17,6.237,0.367,39.058,255.000
14142,16,6.179,0.386,38.692,255.000
14143,16,6.096,0.381,38.177,255.000
14144,16,6.323,0.395,39.593,254.769
14145,17,6.191,0.364,38.772,254.280
14146,16,6.039,0.377,37.817,255.000
14147,15,5.856,0.390,36.671,254.644
14148,15,5.495,0.366,34.411,255.000
14149,14,5.156,0.368,32.288,255.000
14150,16,4.831,0.302,30.256,255.000
14151,14,4.950,0.354,30.996,255.000
14152,15,5.352,0.357,33.514,254.034
14153,15,5.347,0.356,33.482,254.028
14154,14,4.908,0.351,30.732,254.570
14155,14,4.891,0.349,30.629,255.000
14156,14,4.914,0.351,30.774,255.000
14157,14,5.074,0.362,31.776,255.000
14158,13,5.232,0.402,32.764,255.000
14159,13,5.226,0.402,32.726,255.000
14160,12,5.146,0.429,32.226,255.000
14161,12,5.465,0.455,34.220,255.000
14162,12,5.092,0.424,31.887,255.000
14163,13,5.261,0.405,32.948,255.000
14164,14,5.150,0.368,32.248,255.000
14165,16,5.452,0.341,34.141,255.000
14166,16,5.333,0.333,33.399,255.000
14167,17,5.345,0.314,33.472,255.000
14168,17,5.208,0.306,32.615,255.000
14169,15,5.040,0.336,31.560,254.422
14170,14,5.641,0.403,35.325,254.677
14171,14,5.612,0.401,35.143,254.706
14172,14,5.492,0.392,34.395,255.000
14173,15,5.436,0.362,34.044,255.000
14174,14,5.267,0.376,32.984,255.000
14175,11,5.401,0.491,33.821,255.000
14176,13,5.517,0.424,34.548,255.000
14177,14,5.707,0.408,35.736,255.000
14178,17,6.015,0.354,37.665,255.000
14179,16,5.869,0.367,36.750,255.000
14180,15,5.331,0.355,33.381,255.000
14181,14,5.361,0.383,33.571,255.000
14182,16,5.290,0.331,33.129,255.000
14183,16,5.294,0.331,33.151,255.000
14184,15,5.620,0.375,35.196,255.000
14185,15,5.622,0.375,35.206,255.000
14186,15,5.812,0.387,36.397,255.000
14187,15,6.093,0.406,38.153,255.000
14188,16,6.084,0.380,38.099,254.266
14189,16,6.030,0.377,37.764,254.961
14190,14,5.478,0.391,34.308,255.000
14191,15,5.469,0.365,34.246,255.000
14192,15,5.909,0.394,37.002,255.000
14193,15,5.536,0.369,34.667,255.000
14194,15,5.601,0.373,35.077,255.000
14195,15,5.434,0.362,34.030,255.000
14196,14,5.627,0.402,35.238,255.000
14197,16,5.605,0.350,35.101,255.000
14198,16,5.769,0.361,36.125,255.000
14199,15,5.917,0.394,37.052,255.000
14200,15,6.046,0.403,37.861,255.000
14201,14,6.081,0.434,38.083,255.000
14202,12,6.122,0.510,38.335,255.000
14203,12,6.240,0.520,39.077,255.000
14204,13,6.034,0.464,37.784,255.000
14205,11,6.093,0.554,38.157,255.000
14206,11,5.915,0.538,37.040,255.000
14207,12,5.969,0.497,37.379,255.000
14208,12,6.029,0.502,37.752,255.000
14209,12,6.078,0.506,38.062,254.903
14210,13,6.159,0.474,38.571,255.000
14211,12,5.948,0.496,37.250,255.000
14212,14,6.050,0.432,37.889,255.000
14213,13,6.277,0.483,39.310,255.000
14214,15,6.271,0.418,39.268,254.705
14215,14,6.578,0.470,41.190,254.981
14216,14,6.547,0.468,41.000,255.000
14217,13,6.342,0.488,39.712,254.996
14218,15,6.182,0.412,38.712,255.000
14219,14,6.577,0.470,41.188,254.915
14220,14,6.466,0.462,40.490,254.758
14221,14,6.395,0.457,40.046,254.818
14222,14,6.408,0.458,40.127,254.770
14223,15,6.609,0.441,41.387,254.839
14224,12,6.889,0.574,43.139,254.667
14225,11,7.020,0.638,43.958,254.651
14226,11,6.842,0.622,42.843,254.797
14227,12,6.775,0.565,42.425,254.869
14228,11,6.742,0.613,42.218,254.921
14229,11,6.762,0.615,42.343,254.910
14230,13,5.935,0.457,37.167,254.881
14231,15,5.849,0.390,36.627,254.828
14232,14,5.614,0.401,35.157,255.000
14233,14,5.987,0.428,37.492,255.000
14234,15,6.092,0.406,38.147,254.177
14235,13,5.987,0.461,37.490,254.139
14236,13,6.072,0.467,38.026,252.841
14237,12,6.160,0.513,38.575,254.106
14238,11,6.358,0.578,39.817,254.030
14239,10,6.571,0.657,41.147,253.979
14240,10,6.588,0.659,41.256,254.533
14241,12,6.656,0.555,41.683,255.000
14242,12,6.574,0.548,41.169,254.793
14243,12,6.563,0.547,41.097,254.368
14244,13,7.090,0.545,44.399,254.236
14245,13,7.268,0.559,45.512,254.213
14246,13,7.442,0.572,46.601,254.128
14247,15,6.896,0.460,43.185,254.353
14248,14,6.836,0.488,42.810,254.958
14249,14,6.618,0.473,41.442,254.831
14250,14,6.497,0.464,40.688,254.451
14251,13,6.253,0.481,39.159,255.000
14252,16,5.842,0.365,36.581,255.000
14253,14,5.939,0.424,37.188,255.000
14254,14,5.646,0.403,35.357,254.852
14255,14,5.712,0.408,35.768,255.000
14256,15,5.276,0.352,33.042,254.871
14257,16,5.449,0.341,34.121,254.734
14258,16,5.630,0.352,35.254,254.682
14259,15,5.342,0.356,33.450,254.517
14260,16,5.007,0.313,31.355,254.513
14261,15,5.081,0.339,31.817,254.560
14262,15,5.376,0.358,33.665,254.735
14263,12,6.304,0.525,39.474,254.155
14264,12,6.282,0.523,39.337,254.389
14265,13,5.971,0.459,37.389,254.506
14266,12,6.218,0.518,38.940,254.608
14267,12,6.303,0.525,39.468,254.646
14268,12,6.374,0.531,39.915,254.817
14269,11,6.492,0.590,40.657,254.661
14270,12,6.806,0.567,42.623,253.425
14271,11,7.344,0.668,45.990,253.022
14272,10,7.526,0.753,47.131,254.320
14273,11,7.388,0.672,46.266,254.249
14274,12,7.033,0.586,44.044,254.705
14275,13,6.522,0.502,40.839,254.829
14276,13,6.413,0.493,40.161,255.000
14277,14,6.234,0.445,39.038,254.457
14278,15,5.845,0.390,36.601,254.615
14279,17,5.460,0.321,34.190,255.000
14280,16,5.831,0.364,36.516,255.000
14281,16,5.619,0.351,35.190,255.000
14282,16,5.492,0.343,34.395,255.000
14283,15,5.452,0.363,34.143,255.000
14284,16,5.212,0.326,32.639,255.000
14285,14,4.860,0.347,30.437,255.000
14286,15,4.860,0.324,30.437,255.000
14287,14,5.050,0.361,31.627,255.000
14288,15,5.212,0.347,32.639,255.000
14289,13,5.200,0.400,32.562,255.000
14290,13,5.420,0.417,33.942,255.000
14291,14,5.950,0.425,37.260,255.000
14292,12,7.908,0.659,49.520,255.000
14293,10,8.111,0.811,50.794,255.000
14294,11,8.064,0.733,50.498,255.000
14295,12,7.856,0.655,49.196,254.310
14296,12,7.660,0.638,47.966,255.000
14297,13,7.558,0.581,47.331,255.000
14298,12,7.360,0.613,46.087,255.000
14299,13,7.074,0.544,44.300,255.000
14300,12,6.858,0.572,42.948,255.000
14301,13,6.602,0.508,41.345,254.729
14302,15,7.277,0.485,45.569,253.893
14303,15,7.259,0.484,45.460,254.454
14304,13,6.884,0.530,43.107,255.000
14305,14,6.840,0.489,42.831,254.376
14306,14,6.759,0.483,42.327,253.238
14307,13,6.975,0.537,43.677,253.084
14308,12,6.690,0.557,41.893,254.336
14309,12,6.774,0.564,42.419,254.440
14310,13,6.618,0.509,41.440,255.000
14311,13,6.678,0.514,41.817,255.000
14312,14,6.713,0.479,42.038,255.000
14313,13,7.074,0.544,44.298,255.000
14314,15,6.999,0.467,43.829,253.946
14315,15,6.909,0.461,43.264,254.140
14316,17,6.851,0.403,42.901,255.000
14317,17,6.761,0.398,42.337,255.000
14318,16,6.643,0.415,41.599,255.000
14319,15,6.750,0.450,42.270,255.000
14320,15,6.866,0.458,42.994,255.000
14321,16,6.680,0.418,41.833,255.000
14322,14,6.738,0.481,42.192,255.000
14323,15,6.776,0.452,42.433,255.000
14324,15,7.071,0.471,44.282,255.000
14325,14,6.857,0.490,42.942,255.000
14326,14,6.837,0.488,42.813,255.000
14327,13,6.880,0.529,43.087,255.000
14328,13,6.753,0.519,42.288,254.565
14329,13,6.773,0.521,42.415,254.423
14330,13,6.679,0.514,41.823,253.974
14331,15,6.328,0.422,39.629,255.000
14332,15,6.141,0.409,38.458,255.000
14333,14,5.958,0.426,37.313,255.000
14334,14,5.940,0.424,37.198,255.000
14335,13,5.948,0.458,37.246,255.000
14336,14,6.224,0.445,38.978,254.622
14337,15,6.108,0.407,38.252,255.000
14338,14,5.958,0.426,37.310,255.000
14339,16,6.394,0.400,40.040,255.000
14340,15,6.765,0.451,42.363,254.604
14341,16,7.013,0.438,43.919,254.446
14342,16,7.428,0.464,46.514,253.963
14343,16,7.304,0.456,45.738,254.589
14344,16,7.272,0.454,45.538,254.870
14345,16,7.254,0.453,45.429,255.000
14346,15,7.224,0.482,45.238,255.000
14347,15,7.050,0.470,44.151,255.000
14348,16,6.944,0.434,43.482,255.000
14349,17,6.679,0.393,41.827,255.000
14350,17,6.682,0.393,41.843,255.000
14351,17,6.620,0.389,41.454,255.000
14352,17,6.535,0.384,40.923,255.000
14353,17,6.627,0.390,41.502,255.000
14354,18,6.576,0.365,41.181,255.000
14355,19,6.552,0.345,41.032,255.000
14356,18,6.569,0.365,41.137,255.000
14357,19,6.645,0.350,41.611,255.000
14358,18,6.344,0.352,39.730,255.000
14359,16,6.261,0.391,39.208,255.000
14360,18,6.261,0.348,39.208,255.000
14361,18,6.133,0.341,38.407,255.000
14362,18,6.036,0.335,37.798,255.000
14363,16,6.111,0.382,38.270,255.000
14364,16,6.195,0.387,38.792,255.000
14365,17,6.571,0.387,41.149,255.000
14366,17,6.644,0.391,41.607,255.000
14367,17,6.584,0.387,41.228,254.875
14368,17,6.885,0.405,43.117,254.680
14369,17,6.092,0.358,38.151,255.000
14370,16,7.173,0.448,44.921,254.601
14371,16,7.393,0.462,46.298,255.000
14372,16,7.390,0.462,46.278,255.000
14373,17,7.271,0.428,45.536,255.000
14374,17,7.472,0.440,46.794,254.688
14375,16,7.617,0.476,47.696,254.882
14376,16,7.698,0.481,48.204,255.000
14377,16,7.768,0.485,48.645,254.857
14378,16,7.876,0.492,49.321,254.567
14379,16,7.854,0.491,49.181,254.423
14380,16,7.833,0.490,49.052,255.000
14381,16,7.928,0.496,49.649,255.000
14382,18,7.692,0.427,48.169,255.000
14383,17,7.741,0.455,48.478,255.000
14384,18,7.791,0.433,48.790,255.000
14385,18,7.646,0.425,47.879,254.689
14386,18,7.610,0.423,47.653,254.639
14387,18,7.548,0.419,47.266,255.000
14388,15,7.828,0.522,49.020,254.605
14389,16,7.966,0.498,49.883,254.881
14390,16,8.130,0.508,50.911,255.000
14391,17,7.579,0.446,47.460,255.000
14392,19,7.591,0.400,47.540,254.756
14393,17,7.414,0.436,46.431,254.787
14394,17,5.734,0.337,35.909,254.749
14395,17,7.044,0.414,44.109,255.000
14396,18,7.023,0.390,43.980,255.000
